Department Area,,Service Area,,Description,,,Line,,HBC Ref No.,,Name:  ,,,Payment Date,,Amount Paid
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional charges,,,1,,CRINV0014443,,Stephensons Solicitors LLP,,,28/10/2025,,600.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional charges,,,1,,CRINV0014444,,Stephensons Solicitors LLP,,,28/10/2025,,600.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional charges,,,1,,CRINV0014445,,Stephensons Solicitors LLP,,,28/10/2025,,600.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional charges,,,1,,CRINV0014446,,Stephensons Solicitors LLP,,,28/10/2025,,600.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional charges,,,1,,CRINV0014447,,Stephensons Solicitors LLP,,,28/10/2025,,600.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional charges,,,1,,CRINV0014450,,Greenhalgh Kerr,,,28/10/2025,,"1,440.00"
REGN - Regeneration & Housing,,FAB - Facilities,,"HBC Electricity September 2025 Various
  Sites",,,1,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,957.04
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,2,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"3,070.51"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,3,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,204.08
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,4,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,252.43
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,5,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"2,764.16"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,6,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,353.27
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,7,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,33.04
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,8,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,37.25
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,9,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,34.62
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,10,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,14.40
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,11,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,35.16
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,12,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"7,558.38"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,13,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,24.06
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,14,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"3,423.62"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,15,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,31.16
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,16,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,390.72"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,17,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,38.62
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,18,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,179.96
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,19,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,98.50
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,20,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,531.18
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,21,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,623.81-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,22,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,142.79
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,23,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,261.75
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,24,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"4,013.48"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,25,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,31.87
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,26,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,37.32
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,27,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,944.59-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,28,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,923.55
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,29,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,932.16
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,30,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,64.87
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,31,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,616.20-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,32,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,723.61
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,33,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,399.84-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,34,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,300.12"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,35,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,386.97-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,36,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,258.04"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,37,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,399.84-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,38,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,300.12"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,39,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,399.88-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,40,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,300.12"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,41,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,361.15-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,42,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,173.83"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,43,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,399.84-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,44,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,300.12"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,45,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,386.97-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,46,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,258.04"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,47,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,399.84-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,48,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,300.12"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,49,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,386.97-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,50,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,258.04"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,51,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,334.52-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,52,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,341.80"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,53,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,337.71-
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,54,,CRINV0014460,,EDF Energy - 9044031649 Consolidated Invoice,,,28/10/2025,,"1,300.12"
ENVS - Environmental Services,,CAB - Other Environmental Services,,Jetter Hire,,,1,,CRPOI0013898,,Monks Contractors Limited,,,28/10/2025,,540.00
ENVS - Environmental Services,,CAB - Other Environmental Services,,Load of Waste Tipped (6.5 Tonne),,,2,,CRPOI0013898,,Monks Contractors Limited,,,28/10/2025,,663.00
PLAN - Planning & Transportation,,EAD - Planning,,"NEC Software Solutions Renewal for  Support & Maintenance 50 X Universal Capture Licences
12/11/2025 to 11/11/2026",,,1,,CRPOI0013935,,Nec Software Solutions Uk Ltd,,,28/10/2025,,"1,021.32"
PLAN - Planning & Transportation,,EAD - Planning,,"Independenent Viablilty Review
Land off Charter Street, Accringtn BB5 0LH
Planning ref: 11/25/0025",,,1,,CRPOI0013960,,CP Viability Limited,,,28/10/2025,,"2,610.00"
ENVS - Environmental Services,,CAB - Other Environmental Services,,1 X 120-000030 - Titan 300 WHITE UK ,,,1,,CRPOI0013979,,Killgerm Chemicals Ltd,,,28/10/2025,,175.57
ENVS - Environmental Services,,CAB - Other Environmental Services,,6 X  - Sakarat Bromabait 10kg ,,,2,,CRPOI0013979,,Killgerm Chemicals Ltd,,,28/10/2025,,113.40
ENVS - Environmental Services,,CAB - Other Environmental Services,,2 X  - Selontra - 8KG ,,,1,,CRPOI0013980,,Killgerm Chemicals Ltd,,,28/10/2025,,358.13
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Removal and safe disposal of all the current wooden bollards ,,,1,,CRPOI0014134,,Sterling Construction (Services) Ltd,,,28/10/2025,,"6,314.40"
ENVS - Environmental Services,,CAE - Waste Services,,200 x grey 240 litre wheeled bins to Hyndburn spec,,,1,,CRPOI0014376,,Ipl Plastics (Uk) Ltd,,,28/10/2025,,"4,524.00"
ENVS - Environmental Services,,CAE - Waste Services,,150 x blue 240 litre wheeled bins to Hyndburn spec,,,2,,CRPOI0014376,,Ipl Plastics (Uk) Ltd,,,28/10/2025,,"3,393.00"
ENVS - Environmental Services,,CAE - Waste Services,,150 x brown 240 litre wheeled bins to Hyndburn spec,,,3,,CRPOI0014376,,Ipl Plastics (Uk) Ltd,,,28/10/2025,,"3,393.00"
PLAN - Planning & Transportation,,EAD - Planning,,Agency Costs P/E 05-Oct-2025,,,1,,CRINV0014023,,Vivid Resourcing,,,30/10/2025,,"2,304.00"
RESO - Resources,,AAF - Finance,,Agency Costs Period 1 Sept 2025 to 30 Sept 2025,,,1,,CRINV0014024,,A D Blackburn,,,30/10/2025,,"2,127.87"
ENVH - Environmental Health,,BAB - Environmental Protection,,Agency Costs PE: 05-Oct-2025,,,1,,CRINV0014066,,Vivid Resourcing,,,30/10/2025,,452.65
RESO - Resources,,AAB - Benefits & Customer Contact,,professional charges,,,1,,CRINV0014132,,Greenhalgh Kerr,,,30/10/2025,,340.00
RESO - Resources,,AAB - Benefits & Customer Contact,,professional charges,,,2,,CRINV0014132,,Greenhalgh Kerr,,,30/10/2025,,67.20
RESO - Resources,,AAB - Benefits & Customer Contact,,professional charges,,,3,,CRINV0014132,,Greenhalgh Kerr,,,30/10/2025,,228.00
ENVS - Environmental Services,,CAF - CVMU,,Vehicle Maintainence Goods,,,1,,CRINV0014159,,Wurth Uk Ltd,,,30/10/2025,,380.98
PLAN - Planning & Transportation,,EAD - Planning,,Temp staff w/e 3.10.25,,,1,,CRINV0014169,,Confido Consult Ltd,,,30/10/2025,,"2,295.78"
LEGL - Legal & Democratic,,DAH - Licencing,,DVLA Checks,,,1,,CRINV0014273,,Personnel Checks,,,30/10/2025,,273.60
LEGL - Legal & Democratic,,DAH - Licencing,,DVLA Checks,,,2,,CRINV0014273,,Personnel Checks,,,30/10/2025,,144.00
LEGL - Legal & Democratic,,DAB - Human Resources,,Deaf Awareness & BSL training,,,1,,CRINV0014313,,School of Sign Language Limited,,,30/10/2025,,450.00
REGN - Regeneration & Housing,,FAA - Economic Development,,UKSPF Grant 25/26,,,1,,CRINV0014326,,Sarah Jane Ali - Maqha Café,,,30/10/2025,,"2,500.00"
REGN - Regeneration & Housing,,FAC - Haworth Art Gallery,,Annual Contribution for 2025/26 Super Slow Way Phase 3,,,1,,CRINV0014366,,Canal & River Trust,,,30/10/2025,,"10,000.00"
RESO - Resources,,AAG - Management Resources,,Cabinet Action Grant Fund,,,1,,CRINV0014434,,Huncoat United Junior Football Club,,,30/10/2025,,500.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Temp accom,,,1,,CRINV0014454,,Molesworth Hotel,,,30/10/2025,,450.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Temp accom,,,1,,CRINV0014455,,Molesworth Hotel,,,30/10/2025,,990.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Temp accom,,,1,,CRINV0014457,,Hill View (Private) Hotel,,,30/10/2025,,840.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Temp accom,,,1,,CRINV0014458,,Hill View (Private) Hotel,,,30/10/2025,,980.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Temp accom,,,1,,CRINV0014459,,Hill View (Private) Hotel,,,30/10/2025,,"1,050.00"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,1,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,11.95
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,2,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,19.13
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,3,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,418.66
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,4,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,"1,478.30"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,5,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,263.73
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,6,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,"5,604.24"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,7,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,50.03
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,8,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,"1,075.40"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,9,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,53.76
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,10,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,33.62
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,11,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,227.34
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,12,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,"1,417.95"
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,13,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,453.93
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,14,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,129.56
REGN - Regeneration & Housing,,FAB - Facilities,,HBC Electricity September 2025 Various Sites,,,15,,CRINV0014467,,SEFE Energy - 10174064 Consolidated,,,30/10/2025,,33.12
REGN - Regeneration & Housing,,FAB - Facilities,,Water Wilsons,,,1,,CRINV0014472,,Water Plus 7004985258 - Wilsons Sports Village,,,30/10/2025,,614.98
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Services,,,1,,CRINV0014493,,Stephensons Solicitors LLP,,,30/10/2025,,"1,440.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Services,,,2,,CRINV0014493,,Stephensons Solicitors LLP,,,30/10/2025,,"3,664.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Services,,,1,,CRINV0014494,,Stephensons Solicitors LLP,,,30/10/2025,,720.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Services,,,2,,CRINV0014494,,Stephensons Solicitors LLP,,,30/10/2025,,"1,843.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Services,,,1,,CRINV0014495,,Stephensons Solicitors LLP,,,30/10/2025,,720.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Services,,,2,,CRINV0014495,,Stephensons Solicitors LLP,,,30/10/2025,,"1,843.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Services,,,1,,CRINV0014496,,Stephensons Solicitors LLP,,,30/10/2025,,720.00
RESO - Resources,,AAB - Benefits & Customer Contact,,Professional Services ,,,2,,CRINV0014496,,Stephensons Solicitors LLP,,,30/10/2025,,"1,843.00"
RESO - Resources,,AAF - Finance,,Refund S106,,,1,,CRINV0014501,,Morris Homes North Ltd,,,30/10/2025,,"45,000.00"
PLAN - Planning & Transportation,,EAD - Planning,,Staff 26.10.25,,,1,,CRINV0014529,,Macdonald & Company,,,30/10/2025,,834.35
PLAN - Planning & Transportation,,EAD - Planning,,Staff 26.10.25,,,2,,CRINV0014529,,Macdonald & Company,,,30/10/2025,,834.35
RESO - Resources,,AAF - Finance,,Temp staff w/e 5.10.25,,,1,,CRPOI0013998,,G2 Recruitment Solutions,,,30/10/2025,,"5,850.00"
LEGL - Legal & Democratic,,DAH - Licencing,,Temp staff W/E 5.10.25,,,1,,CRPOI0014000,,G2 Recruitment Solutions,,,30/10/2025,,"2,244.06"
RESO - Resources,,AAD - ICT,,269 - Renewal of SSL Certificate - my.hyndburn.gov.uk ,,,1,,CRPOI0014186,,Abavus Ltd,,,30/10/2025,,714.00
REGN - Regeneration & Housing,,FAG - Regeneration,,Temp staff w/e 5.10.25,,,1,,CRPOI0014240,,Vivid Resourcing,,,30/10/2025,,"1,800.00"
RESO - Resources,,AAB - Benefits & Customer Contact,,Membership of the La directory - Subs,,,1,,CRPOI0014468,,LA Directories Ltd,,,30/10/2025,,"1,974.00"
RESO - Resources,,AAF - Finance,dit Fee,External Audit,,,1,,CRPOI0014507,,Forvis Mazars LLP,,,30/10/2025,,"47,584.80"
