Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
ENVS - Environmental Services,CAE - Waste Services,Service period 01/04/24 - 30/04/24 ,1,CRINV0002039,Rentokil Initial Uk Ltd,21/05/2024,276.58
ENVS - Environmental Services,CAC - Parks & Cemeteries,WW1 & WW2 Bench + The Great War Bence + Galvanised costs,1,CRINV0002040,Roll and Scroll,21/05/2024,"3,200.00"
ENVS - Environmental Services,CAB - Other Environmental Services,Protectice Clothing,1,CRINV0002043,"Bubbles, Brushes & Wiper Co Ltd",21/05/2024,342.76
ENVS - Environmental Services,CAB - Other Environmental Services,Protective Clothing,1,CRINV0002044,"Bubbles, Brushes & Wiper Co Ltd",21/05/2024,364.15
ENVS - Environmental Services,CAB - Other Environmental Services,Fees April 24,1,CRINV0002049,Aspen Valley Boarding Kennels & Cattery,21/05/2024,"2,898.76"
ENVS - Environmental Services,CAB - Other Environmental Services,Protective clothing,1,CRINV0002050,"Bubbles, Brushes & Wiper Co Ltd",21/05/2024,352.15
ENVS - Environmental Services,CAD - Town Centre & Markets,glass door display fridge,1,CRINV0002052,Affordable Bar & Catering Equipment Direct,21/05/2024,"3,359.98"
ENVS - Environmental Services,CAB - Other Environmental Services,Hire of 8 Wheeler,1,CRINV0002053,Stanley Brothers (Tippers) Ltd,21/05/2024,648.00
ENVS - Environmental Services,CAB - Other Environmental Services,supplementary cleaning and upstairs facilities and offices at Willows Lane Depot,1,CRINV0002054,ServiceMaster Clean Contract Services AAA,21/05/2024,"1,257.69"
ENVS - Environmental Services,CAB - Other Environmental Services,Hire of 8 Wheeler,1,CRINV0002057,Stanley Brothers (Tippers) Ltd,21/05/2024,648.00
RESO - Resources,AAF - Finance,Postage Charges - Transaction dates - 29.04.24 - 09.05.24,1,CRINV0002072,Pitney Bowes Ltd,21/05/2024,15.60
RESO - Resources,AAF - Finance,Postage Charges - Transaction dates - 29.04.24 - 09.05.24,2,CRINV0002072,Pitney Bowes Ltd,21/05/2024,"11,905.71"
ENVS - Environmental Services,CAC - Parks & Cemeteries,2 Oak Putlogs,1,CRINV0002077,Leslie R Tipping Limited,21/05/2024,312.96
ENVS - Environmental Services,CAD - Town Centre & Markets,"External Signage, Window Graphics, Installation",1,CRINV0002129,Halcyon Branding & Visual LTD,21/05/2024,510.00
ENVS - Environmental Services,CAB - Other Environmental Services,Baits & Poisons,1,CRPOI0001998,Killgerm Chemicals Ltd,21/05/2024,312.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth  150,1,CRINV0001853,Artisan Windows,23/05/2024,"2,590.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant - 191,1,CRINV0002004,A G S Heating & Plumbing Ltd,23/05/2024,"4,680.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 198 ,1,CRINV0002005,A G S Heating & Plumbing Ltd,23/05/2024,"2,675.00"
RESO - Resources,AAB - Benefits & Customer Contact,Annual hosting and support Webpay 28.04.24 - 31.10.24,1,CRINV0002031,Civica Uk Limited,23/05/2024,"57,216.00"
REGN - Regeneration & Housing,FAF - Strategic Housing, Carry out clearance of Waste ,1,CRINV0002094,Waste Warriors,23/05/2024,950.00
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 194 ,1,CRINV0002095,Harris Heating (Nw) Ltd,23/05/2024,"2,475.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 193 ,1,CRINV0002096,Artisan Windows,23/05/2024,"1,720.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 32,1,CRINV0002097,Rhea Projects,23/05/2024,"2,787.75"
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant 146 ,1,CRINV0002098,Scl Building Services Limited,23/05/2024,392.00
REGN - Regeneration & Housing,FAD - Housing Advice,Rent Deposit,1,CRINV0002125,Onward Homes,23/05/2024,394.67
RESO - Resources,AAF - Finance,Public Finance Live 2024 Attendance,1,CRINV0002176,Redactive Publishing Ltd,23/05/2024,834.00
LEGL - Legal & Democratic,DAB - Human Resources,Hyndburn - Connecting Cultures Festival,1,CRINV0002199,Architects of Air,23/05/2024,"2,133.00"
RESO - Resources,AAG - Management Resources,RRD Solutions 6hrs of service,1,CRINV0002219,RRD Solutions Ltd,23/05/2024,432.00
RESO - Resources,AAG - Management Resources,Leisure Delivery Model Review - Consultancy Fees,1,CRPOI0001970,Max Associates (Holdings) Limited,23/05/2024,"4,500.00"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Various Street Signs,1,CRINV0001709,G & G Signs,28/05/2024,546.72
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0001728,Rob Mercer,28/05/2024,625.20
REGN - Regeneration & Housing,FAB - Facilities,Oakhill - May 24,1,CRINV0001769,ServiceMaster Clean Contract Services AAA,28/05/2024,368.52
REGN - Regeneration & Housing,FAB - Facilities,Urgent repairs to spalling facings,1,CRINV0001783,George Pearce & Sons Ltd,28/05/2024,400.80
REGN - Regeneration & Housing,FAB - Facilities,Period: 01.4.24 to 30.4.24,1,CRINV0001802,EDF - 8950977786 Community Hub Fielding Ln,28/05/2024,"1,205.73"
PLAN - Planning & Transportation,EAD - Planning,Planning Advert,1,CRINV0001829,People Scout Limited,28/05/2024,270.14
PLAN - Planning & Transportation,EAD - Planning,Planning Advert,1,CRINV0001830,People Scout Limited,28/05/2024,289.66
REGN - Regeneration & Housing,FAB - Facilities,Call out and cost to supply and install x1 Honeywell v4400 gas valve ,1,CRINV0001847,Lancashire Gas Services,28/05/2024,"1,165.50"
LEGL - Legal & Democratic,DAG - Elections,Security Services for Elections,1,CRINV0001851,Prestige Bb Limited,28/05/2024,"1,481.74"
LEGL - Legal & Democratic,DAG - Elections,Election Security Services,2,CRINV0001851,Prestige Bb Limited,28/05/2024,"1,481.73"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 28.04.24,1,CRINV0001854,Carrington West Limited,28/05/2024,"1,568.26"
REGN - Regeneration & Housing,FAB - Facilities,Replace all existing black flood lights (10),1,CRINV0001855,Steven Mercer Electrical Contractors Limited,28/05/2024,606.00
ENVS - Environmental Services,CAE - Waste Services,Various parts,1,CRINV0001891,Weber Uk Ltd,28/05/2024,"4,221.46"
ENVS - Environmental Services,CAE - Waste Services,Various parts,2,CRINV0001891,Weber Uk Ltd,28/05/2024,"4,221.44"
ENVS - Environmental Services,CAB - Other Environmental Services,Copier charges,1,CRINV0001924,Sharp Business Systems Uk Plc,28/05/2024,287.42
REGN - Regeneration & Housing,FAF - Strategic Housing,Roofing works ,1,CRINV0001945,Allforone& Oneforall,28/05/2024,"5,740.00"
RESO - Resources,AAB - Benefits & Customer Contact,BRR VOA Returns April 24,1,CRINV0001976,Capacitygrid,28/05/2024,"1,980.00"
RESO - Resources,AAD - ICT,Copying charges 03.04.21 - 01.05.24,1,CRINV0002000,Xbm Ltd,28/05/2024,302.66
ENVS - Environmental Services,CAE - Waste Services,Temp Staff w/e 05/05/24 ,1,CRINV0002055,Rapid Recruitment Ltd,28/05/2024,"2,808.89"
PLAN - Planning & Transportation,EAA - Building Control,Agency staff  w/e 03.05.24 ,1,CRINV0002082,Deekay Tech Recruitment Ltd,28/05/2024,"1,136.88"
ENVS - Environmental Services,CAE - Waste Services,Temp Staff  w/e 31/03/24,1,CRINV0002142,Rapid Recruitment Ltd,28/05/2024,558.02
ENVS - Environmental Services,CAF - CVMU,Breakdown callouts,1,CRINV0002143,Rossendale Vulcanising (Sales Ltd),28/05/2024,"8,534.40"
ENVS - Environmental Services,CAE - Waste Services,Agency staff - w/e 21.04.24,1,CRINV0002155,Rapid Recruitment Ltd,28/05/2024,697.97
ENVS - Environmental Services,CAE - Waste Services,Agency staff - w/e 24.03.24 ,1,CRINV0002157,Rapid Recruitment Ltd,28/05/2024,877.45
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation 29/04/24 - 13/05/24,1,CRINV0002166,Hotel 99,28/05/2024,"2,870.00"
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 5 - Whiteash,1,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,748.63-
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office,2,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,438.14-
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office,3,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,676.66
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office,4,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,619.33-
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office,5,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,929.77
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office,6,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,638.00-
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office),7,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,960.63
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office,8,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,636.80-
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office,9,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,929.77
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 - Acc Cemetery Office,10,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,581.71-
REGN - Regeneration & Housing,FAB - Facilities,Electric bill monthly - 16.04.24 - 15.05.24 - Site 28 -Acc Cemetery Office,11,CRINV0002167,EDF Energy - 9044031649 Consolidated Invoice,28/05/2024,929.77
ENVS - Environmental Services,CAC - Parks & Cemeteries,Replacement Part & Carriage,1,CRINV0002169,Broxap Ltd,28/05/2024,506.40
ENVS - Environmental Services,CAF - CVMU,Breakdown Callouts,1,CRINV0002190,Rossendale Vulcanising (Sales Ltd),28/05/2024,"5,414.40"
REGN - Regeneration & Housing,FAD - Housing Advice,Accomodation 29.04.24-13.05.24 ,1,CRINV0002203,Hotel 99,28/05/2024,"2,870.00"
REGN - Regeneration & Housing,FAD - Housing Advice,3 x fixed wall lights,1,CRINV0002204,Hotel 99,28/05/2024,372.00
REGN - Regeneration & Housing,FAD - Housing Advice,Repairs to damage of hotel room caused by occupant,1,CRINV0002205,Hotel 99,28/05/2024,"1,429.60"
PLAN - Planning & Transportation,EAD - Planning,Temp Staff w/e 19/05/24 ,1,CRINV0002230,Macdonald & Company,28/05/2024,"1,791.70"
ENVS - Environmental Services,CAB - Other Environmental Services,Baits & Poisons,1,CRINV0002237,Killgerm Chemicals Ltd,28/05/2024,284.93
RESO - Resources,AAB - Benefits & Customer Contact,Debt collection,1,CRINV0002242,Marston (Holdings) Ltd,28/05/2024,566.44
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant,1,CRINV0002280,Hyndburn Plumbing & Heating Services,28/05/2024,"4,945.00"
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant,1,CRINV0002290,Terry Group Limited,28/05/2024,"18,865.00"
ENVS - Environmental Services,CAB - Other Environmental Services,7 X  Bleach ( 1 x 5 Ltr) ,1,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,22.93
ENVS - Environmental Services,CAB - Other Environmental Services,12 X  Toilet Cleaner ,2,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,22.90
ENVS - Environmental Services,CAB - Other Environmental Services,5 X  LA Cloths Red (1 x 5) ,3,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,10.92
ENVS - Environmental Services,CAB - Other Environmental Services,4 X Jumbo Toilet Rolls (1 X 6) ,4,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,75.79
ENVS - Environmental Services,CAB - Other Environmental Services,4 X  Premier Toilet Rolls (1 X 36) ,5,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,54.00
ENVS - Environmental Services,CAB - Other Environmental Services,2 X  Beaded Handsoap (1 x 5Ltr),6,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,33.41
ENVS - Environmental Services,CAB - Other Environmental Services,10 X  Shades Professional Citrus Air Freshener 400ml ,7,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,19.68
ENVS - Environmental Services,CAB - Other Environmental Services,5 X Pine Disinfectant (1 x 5ltr) ,8,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,12.54
ENVS - Environmental Services,CAB - Other Environmental Services,2 X  Green hand Rolls (1 x 16) ,9,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,52.25
ENVS - Environmental Services,CAB - Other Environmental Services,4 X Reflect 750ml Window/Glass Cleaner,10,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,11.18
ENVS - Environmental Services,CAB - Other Environmental Services,2 X  System Dishwasher Tablets (Tub of 144) ,11,CRPOI0002121,Systems Hygiene Ltd,28/05/2024,25.61
RESO - Resources,AAF - Finance,RVBC Tariff due May 2024,1,CRINV0002120,(DD ONLY) Ribble Valley Borough Council,29/05/2024,"453,669.00"
RESO - Resources,AAF - Finance,BRR & RSG May 24,1,CRINV0002123,"(DD) Department of Levelling Up, Housing & Comm...",29/05/2024,"181,589.00-"
RESO - Resources,AAF - Finance,BRR & RSG Central Share May 24,2,CRINV0002123,"(DD) Department of Levelling Up, Housing & Comm...",29/05/2024,"1,055,938.00"
RESO - Resources,AAF - Finance,BRR & RSG Top Up May 24,3,CRINV0002123,"(DD) Department of Levelling Up, Housing & Comm...",29/05/2024,"1,173.00-"
RESO - Resources,AAF - Finance,BRR & RSG TR Payments May 24,4,CRINV0002123,"(DD) Department of Levelling Up, Housing & Comm...",29/05/2024,"89,661.00-"
RESO - Resources,AAF - Finance,BRR & RSG Surplus for 22-23 May 24,5,CRINV0002123,"(DD) Department of Levelling Up, Housing & Comm...",29/05/2024,"171,206.00-"
RESO - Resources,AAF - Finance,BRR & RSG Surplus for 23-24 May 24,6,CRINV0002123,"(DD) Department of Levelling Up, Housing & Comm...",29/05/2024,"250,820.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Litter and cut back using tractor & flail mower ,1,CRINV0001744,Grounds Gardens & Trees Ltd,30/05/2024,"1,704.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Website support - April 24,1,CRINV0001777,Media Village,30/05/2024,612.00
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/c 29.4.24,1,CRINV0001825,Oyster Partnership,30/05/2024,"2,405.63"
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/c 29.04.24 ,1,CRINV0001827,Oyster Partnership,30/05/2024,"1,232.40"
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/c 29.04.24,1,CRINV0001828,Oyster Partnership,30/05/2024,"1,981.20"
PLAN - Planning & Transportation,EAB - Engineers & Transportation, Make safe trip hazards,1,CRINV0001832,Marchbridge Builders Ltd,30/05/2024,741.38
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 05.05.24 ,1,CRINV0001837,Macdonald & Company,30/05/2024,"1,840.80"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/e 28.04.24,2,CRINV0001837,Macdonald & Company,30/05/2024,374.40
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/e 05.05.24 ,1,CRINV0001839,G2 Recruitment Solutions,30/05/2024,"2,459.57"
ENVS - Environmental Services,CAA - Environmental Maintenance,1 Monthly Website Support - February 2024,1,CRINV0001861,Media Village,30/05/2024,432.00
REGN - Regeneration & Housing,FAC - Haworth Art Gallery,Music Licence,1,CRINV0001877,Ppl Prs Ltd,30/05/2024,291.86
ENVS - Environmental Services,CAC - Parks & Cemeteries,1829/MGG - Memorial Garden Gt Harwood,1,CRINV0001895,John Wade Groundworks Ltd,30/05/2024,"2,088.59"
REGN - Regeneration & Housing,FAB - Facilities,Repairs to barrier in Rishton (Norden sports field area off Bridge Lane),1,CRINV0001968,Sterling Construction (Services) Ltd,30/05/2024,816.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Burial Services for April 2024,1,CRINV0001984,James O Garnett Ltd,30/05/2024,"1,920.00"
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 05.05.24,1,CRINV0002002,Vivid Resourcing,30/05/2024,"2,220.00"
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 05.05.24 ,1,CRINV0002003,Vivid Resourcing,30/05/2024,595.36
ENVS - Environmental Services,CAA - Environmental Maintenance,Waste Disposal Scheme Membership,1,CRINV0002063,Killgerm Chemicals Ltd,30/05/2024,312.00
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0002136,Dennis Eagle Limited,30/05/2024,355.15
ENVS - Environmental Services,CAB - Other Environmental Services,Hire of 8 Wheeler,1,CRINV0002154,Stanley Brothers (Tippers) Ltd,30/05/2024,648.00
ENVS - Environmental Services,CAE - Waste Services,General Waste,1,CRINV0002156,Suez Recycling And Recovery Uk Ltd,30/05/2024,"2,662.56"
ENVS - Environmental Services,CAE - Waste Services,General Waste,2,CRINV0002156,Suez Recycling And Recovery Uk Ltd,30/05/2024,"10,368.34"
ENVS - Environmental Services,CAE - Waste Services,subsistence charge Willows Lane Depot,1,CRINV0002207,Environment Agency,30/05/2024,"2,731.25"
LEGL - Legal & Democratic,DAB - Human Resources,Exhibition of Dodec-Lumini for Connecting Cultures Festival at HAG 13/06/24 - 16/06/24,1,CRINV0002222,Architects of Air,30/05/2024,"4,725.00"
RESO - Resources,AAG - Management Resources,6 x Hours of Service,1,CRINV0002270,RRD Solutions Ltd,30/05/2024,432.00
ENVS - Environmental Services,CAA - Environmental Maintenance,Cabin costs - Markets,1,CRINV0002272,Rapid Retail Limited,30/05/2024,"1,453.50"
ENVS - Environmental Services,CAA - Environmental Maintenance,Economic Advisory Consultant to HBC  ,1,CRINV0002274,Perfect Circle JV Ltd,30/05/2024,"17,601.41"
ENVS - Environmental Services,CAA - Environmental Maintenance,HBC - Long Term Plan for Towns - Economic Advisory input,1,CRINV0002276,Perfect Circle JV Ltd,30/05/2024,"42,113.28"
RESO - Resources,AAB - Benefits & Customer Contact,100k credits @ 2.5p,1,CRINV0002278,Txtlocal ltd,30/05/2024,"3,000.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Charges 01/01/2024 - 31/03/2024,1,CRINV0002288,CBRE Ltd,30/05/2024,"9,000.00"
REGN - Regeneration & Housing,FAB - Facilities,Disabled Facilities Grant,1,CRINV0002291,Mercers Builders Ltd,30/05/2024,"10,000.00"
REGN - Regeneration & Housing,FAB - Facilities,"Imperative Training, Physio Control, Medican Systems - Defib Pads",1,CRINV0002293,Imperative Training Limited,30/05/2024,351.00
REGN - Regeneration & Housing,FAB - Facilities,Repairs to foul drain in Dill Hall cemetery,1,CRINV0002309,Sterling Construction (Services) Ltd,30/05/2024,816.00
REGN - Regeneration & Housing,FAB - Facilities,Barrier repairs and call outs,1,CRINV0002322,Gate Automation Solutions Ltd,30/05/2024,311.88
REGN - Regeneration & Housing,FAB - Facilities,Barrier repairs and call outs,1,CRINV0002323,Gate Automation Solutions Ltd,30/05/2024,336.00
ENVS - Environmental Services,CAA - Environmental Maintenance,Electricity Supply Invoice 01/04/24 - 30/04/24,1,CRINV0002339,SSE - 8700244644 47 Blackburn Road,30/05/2024,493.39
ENVS - Environmental Services,CAA - Environmental Maintenance,Legal Services,1,CRINV0002343,Womble Bond Dickinson (Uk) LLP,30/05/2024,"2,607.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Legal Services,2,CRINV0002343,Womble Bond Dickinson (Uk) LLP,30/05/2024,"2,607.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Wall Mounted AC Unit,1,CRINV0002345,Rapid Retail Limited,30/05/2024,"2,592.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Photography for Market Square,1,CRINV0002358,Media Village,30/05/2024,780.00
ENVS - Environmental Services,CAB - Other Environmental Services,300 bags of 50L Bark Mulch,1,CRPOI0001943,CPA Horticulture Limited,30/05/2024,"2,669.98"
ENVS - Environmental Services,CAB - Other Environmental Services,Councils contribution to the ERAL network,1,CRPOI0002122,Lancashire Police Authority,30/05/2024,300.00
