Department Area,,Service Area,,Description,,,Line,,HBC Ref No.,,Name:  ,,,Payment Date,,Amount Paid
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Provide a pump track to Game Street Gt Harwood,,,1,,CRPOI0011497,,Clark & Kent Contractors,,,24/06/2025,,"31,500.00"
REGN - Regeneration & Housing,,FAB - Facilities,,"General repairs, breakdown and callouts",,,1,,CRPOI0011531,,Steven Mercer Electrical Contractors Limited,,,24/06/2025,,252.00
ENVS - Environmental Services,,CAF - CVMU,,3 X Renault Kangoo 1.5 Diesel 95ML Panel Van ,,,1,,CRPOI0011556,,Stoneacre Motor Group,,,24/06/2025,,"23,655.60"
ENVS - Environmental Services,,CAF - CVMU,,3 X Renault Kangoo 1.5 Diesel 95ML Panel Van,,,1,,CRPOI0011560,,Stoneacre Motor Group,,,24/06/2025,,"23,655.60"
REGN - Regeneration & Housing,,FAE - Property,,Advising in Conference,,,1,,CRPOI0011589,,Landmark Chambers,,,24/06/2025,,"3,300.00"
REGN - Regeneration & Housing,,FAD - Housing Advice,,Agency staff - w/e 01.06.25,,,1,,CRINV0011073,,Vivid Resourcing,,,26/06/2025,,"1,368.00"
PLAN - Planning & Transportation,,EAD - Planning,,Agency staff - w/e 01.06.25,,,1,,CRINV0011074,,Vivid Resourcing,,,26/06/2025,,"1,086.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Buriel Services - May 25,,,1,,CRINV0011077,,James O Garnett Ltd,,,26/06/2025,,"2,160.00"
ENVS - Environmental Services,,CAF - CVMU,,Vehicle repairs,,,1,,CRINV0011172,,Dennis Eagle Limited,,,26/06/2025,,446.03
PLAN - Planning & Transportation,,EAD - Planning,,Staff  26/05 - 30.05.25,,,1,,CRINV0011202,,Confido Consult Ltd,,,26/06/2025,,"1,509.78"
REGN - Regeneration & Housing,,FAF - Strategic Housing,,Associated Charges,,,1,,CRINV0011229,,Eric Wright Civil Engineering Ltd,,,26/06/2025,,"30,275.20"
LEGL - Legal & Democratic,,DAB - Human Resources,,Dome activities,,,1,,CRINV0011340,,Create Yourself,,,26/06/2025,,480.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Accommodation,,,1,,CRINV0011588,,Hill View (Private) Hotel,,,26/06/2025,,792.00
REGN - Regeneration & Housing,,FAD - Housing Advice,,Rent Deposit ,,,1,,CRINV0011590,,Onward Homes,,,26/06/2025,,443.59
RESO - Resources,,AAD - ICT,,May 2025,,,1,,CRINV0011599,,Xbm Ltd,,,26/06/2025,,550.36
REGN - Regeneration & Housing,,FAB - Facilities,,Charges - 01.04.25 - 31.05.25,,,1,,CRINV0011605,,SSE 8700906741 Christmas Lighting,,,26/06/2025,,26.15
REGN - Regeneration & Housing,,FAB - Facilities,,Charges - 01.04.25 - 31.05.25,,,2,,CRINV0011605,,SSE 8700906741 Christmas Lighting,,,26/06/2025,,597.48
REGN - Regeneration & Housing,,FAB - Facilities,,Frailty Pilot Project Q1,,,1,,CRINV0011615,,Hyndburn Homewise Society Limited,,,26/06/2025,,"12,500.00"
ENVS - Environmental Services,,CAF - CVMU,,Temp staff W/E 22.6.25,,,1,,CRINV0011641,,Autotech Recruit,,,26/06/2025,,"1,287.60"
LEGL - Legal & Democratic,,DAB - Human Resources,,Project Management support - Match 25,,,1,,CRINV0011649,,Naomi Atherton Ltd,,,26/06/2025,,"3,474.00"
ENVS - Environmental Services,,CAF - CVMU,,Digital Management Fee,,,1,,CRPOI0011043,,Freight Transport Association,,,26/06/2025,,"1,639.15"
REGN - Regeneration & Housing,,FAB - Facilities,,"Supply and install 3 roller blinds 
Colour - Uniroyal cream",,,1,,CRPOI0011065,,Real Pendle Blinds Ltd,,,26/06/2025,,799.85
RESO - Resources,,AAF - Finance,,Temp staff,,,1,,CRPOI0011089,,G2 Recruitment Solutions,,,26/06/2025,,"4,680.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,5 X large waterproof leggings breathable type ,,,1,,CRPOI0011583,,"Bubbles, Brushes & Wiper Co Ltd",,,26/06/2025,,137.88
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,5 X large waterproof jackets large,,,2,,CRPOI0011583,,"Bubbles, Brushes & Wiper Co Ltd",,,26/06/2025,,219.96
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,2 X 36 waist shorts in blue ,,,3,,CRPOI0011583,,"Bubbles, Brushes & Wiper Co Ltd",,,26/06/2025,,43.08
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 X box of safety glasses for over the top of spectacles,,,4,,CRPOI0011583,,"Bubbles, Brushes & Wiper Co Ltd",,,26/06/2025,,30.24
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,"1 X LGV C+E driver training 18th, 19th, 20th of June 2025",,,1,,CRPOI0011584,,Transport Training Academy Ltd,,,26/06/2025,,"1,459.20"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 X MOD3 o Test on the 23rd June 2025,,,2,,CRPOI0011584,,Transport Training Academy Ltd,,,26/06/2025,,45.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,1 X MOD3 b Test on the 23rd June 2025,,,3,,CRPOI0011584,,Transport Training Academy Ltd,,,26/06/2025,,120.00
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Supply and install a new play area to Rhyddings Park ,,,1,,CRPOI0011602,,Groundwork & Leisure Services Limited,,,26/06/2025,,"71,148.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,"16 X Remove benches, refurbish including the provision of new recycled bench slats",,,1,,CRPOI0011604,,Ark Plastics Ltd,,,26/06/2025,,"11,232.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,"Provide improvements to Game Street car park, G-H",,,1,,CRPOI0011607,,John Wade Groundworks Ltd,,,26/06/2025,,"117,235.04"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,"Provide Improvements to Game Street Car Park, G-H",,,2,,CRPOI0011607,,John Wade Groundworks Ltd,,,26/06/2025,,"4,800.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Provide permanent artwork including community workshops ,,,1,,CRPOI0011628,,Pigs in Mud Art Studios,,,26/06/2025,,"1,539.36"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Provide permanent artwork including community workshops ,,,2,,CRPOI0011628,,Pigs in Mud Art Studios,,,26/06/2025,,210.64
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,"Provide improvements to Game Street car park, Great Harwood ",,,1,,CRPOI0011631,,John Wade Groundworks Ltd,,,26/06/2025,,"127,155.29"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Remove sign and blast clean and re-powder coat and replace graphics ,,,1,,CRPOI0011632,,Hitchens Engravers Ltd,,,26/06/2025,,"2,160.00"
ENVS - Environmental Services,,CAC - Parks & Cemeteries,,Provide a post completion inspection to pump track ,,,1,,CRPOI0011633,,Playground Projects Consultancy Limited,,,26/06/2025,,384.00
