Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
REGN - Regeneration & Housing,FAB - Facilities,HSL Water Compliance - Monthly Monitoring March 2024  (Wilsons),33,CRINV0000651,HSL Compliance,28/03/2024,£37.20
RESO - Resources,AAD - ICT,Apple iphones / MacBook Air,1,CRINV0000665,Insight Direct (Uk) Ltd,28/03/2024,"£2,172.46"
RESO - Resources,AAB - Benefits & Customer Contact,March 24,1,CRINV0000667,Ada Glossop Ltd,28/03/2024,"£1,340.00"
RESO - Resources,AAB - Benefits & Customer Contact,Whinney Hill - March 2024,1,CRINV0000669,Cheval Social Management,28/03/2024,£732.00
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/c 18.03.24 ,1,CRINV0000675,Oyster Partnership,28/03/2024,"£1,372.80"
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/c 18.03.24 ,1,CRINV0000677,Oyster Partnership,28/03/2024,£868.32
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - w/e 24.03.24 ,1,CRINV0000680,G2 Recruitment Solutions,28/03/2024,"£2,388.66"
PLAN - Planning & Transportation,EAD - Planning,Temp Staff W/E 24.3.24 ,1,CRINV0000682,Macdonald & Company,28/03/2024,"£1,918.80"
PLAN - Planning & Transportation,EAD - Planning,Temp staff W/E 24.3.24,1,CRINV0000683,Macdonald & Company,28/03/2024,"£1,701.50"
ENVS - Environmental Services,CAD - Town Centre & Markets,Medic level Frec 3,1,CRINV0000686,R&D Medical Solutions Limited,28/03/2024,£309.96
LEGL - Legal & Democratic,DAG - Elections,Advice,1,CRINV0000687,4-5 Grays Inn Square London,28/03/2024,"£1,680.00"
LEGL - Legal & Democratic,DAG - Elections,Advice,1,CRINV0000689,4-5 Grays Inn Square London,28/03/2024,"£3,000.00"
RESO - Resources,AAB - Benefits & Customer Contact,Cleaning costs - March 24,1,CRINV0000690,Hyndburn Leisure,28/03/2024,"£1,813.60"
ENVS - Environmental Services,CAC - Parks & Cemeteries,packs of paving stones,1,CRINV0000691,HardScape Products Ltd,28/03/2024,"£6,772.90"
PLAN - Planning & Transportation,EAC - Green Infrastructure,"2 days re-cutting of Hazel stools and dead hedging at Brookside, Oswaldtwistle",1,CRINV0000692,Woody (Hyndburn) C I C,28/03/2024,£700.00
ENVS - Environmental Services,CAF - CVMU,Vehicle Parts,1,CRINV0000694,Dennis Eagle Limited,28/03/2024,£691.03
ENVS - Environmental Services,CAF - CVMU,Labour,1,CRINV0000696,Rob Mercer,28/03/2024,£352.83
ENVS - Environmental Services,CAF - CVMU,Parts,2,CRINV0000696,Rob Mercer,28/03/2024,£152.17
ENVS - Environmental Services,CAF - CVMU,Labour,1,CRINV0000697,Rob Mercer,28/03/2024,£427.83
ENVS - Environmental Services,CAF - CVMU,Parts,2,CRINV0000697,Rob Mercer,28/03/2024,£179.17
ENVS - Environmental Services,CAF - CVMU,Labour,1,CRINV0000706,Rob Mercer,28/03/2024,£104.17
ENVS - Environmental Services,CAF - CVMU,Parts,2,CRINV0000706,Rob Mercer,28/03/2024,£168.20
PLAN - Planning & Transportation,EAD - Planning,Agency staff - p/e 01.10.23 ,1,CRINV0000707,Carrington West Limited,28/03/2024,"£1,568.26"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - p/e 08.10.23 ,1,CRINV0000709,Carrington West Limited,28/03/2024,"£1,568.26"
PLAN - Planning & Transportation,EAA - Building Control,Agency staff - w/c 11.03.24 and w/c 18.03.24 ,1,CRINV0000710,BRG Interim Solutions,28/03/2024,"£3,606.33"
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0000712,Lancashire Leyland Daf Ltd,28/03/2024,£311.09
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0000713,Aebi Schmidt Uk Ltd,28/03/2024,"£1,172.08"
ENVS - Environmental Services,CAF - CVMU,Labour,1,CRINV0000714,Rob Mercer,28/03/2024,£377.83
ENVS - Environmental Services,CAF - CVMU,Parts,2,CRINV0000714,Rob Mercer,28/03/2024,£128.17
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0000715,Rob Mercer,28/03/2024,£290.79
ENVS - Environmental Services,CAF - CVMU,Labour,2,CRINV0000715,Rob Mercer,28/03/2024,£527.83
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0000716,Rob Mercer,28/03/2024,£242.17
ENVS - Environmental Services,CAF - CVMU,Labour,2,CRINV0000716,Rob Mercer,28/03/2024,£327.83
ENVS - Environmental Services,CAF - CVMU,Labour,1,CRINV0000717,Rob Mercer,28/03/2024,£352.83
ENVS - Environmental Services,CAF - CVMU,Parts,2,CRINV0000717,Rob Mercer,28/03/2024,£124.17
PLAN - Planning & Transportation,EAD - Planning,Agency staff - p/e 10.12.23,1,CRINV0000720,Carrington West Limited,28/03/2024,"£1,568.26"
REGN - Regeneration & Housing,FAB - Facilities,Howarth Art Gallery - Baby Changing Unit,1,CRINV0000721,Pilkington Bros (Church) Ltd,28/03/2024,£579.79
PLAN - Planning & Transportation,EAD - Planning,Agency staff - p/e 03.10.23,1,CRINV0000722,Carrington West Limited,28/03/2024,"£1,568.26"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Installation of netball & basketball markings,1,CRINV0000723,Designs And Lines,28/03/2024,"£1,254.60"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - p/e 15.10.23 ,1,CRINV0000724,Carrington West Limited,28/03/2024,"£1,568.26"
ENVS - Environmental Services,CAD - Town Centre & Markets,Adver in the Welcome to Lancashire guide,1,CRINV0000725,Kingfisher Media Ltd,28/03/2024,"£1,194.00"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - p/e 29.10.23 ,1,CRINV0000728,Carrington West Limited,28/03/2024,"£1,338.24"
PLAN - Planning & Transportation,EAA - Building Control,Temp Staff W/E 24.9.23 ,1,CRINV0000729,Carrington West Limited,28/03/2024,"£1,568.26"
PLAN - Planning & Transportation,EAD - Planning,Temp Staff W/E 17.12.23,1,CRINV0000730,Carrington West Limited,28/03/2024,"£1,568.26"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - p/e 22.10.23,1,CRINV0000731,Carrington West Limited,28/03/2024,"£1,568.26"
PLAN - Planning & Transportation,EAD - Planning,Temp staff W/E 24.12.23 ,1,CRINV0000732,Carrington West Limited,28/03/2024,"£1,254.60"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Charges - 10.02.24 - 09.03.21,1,CRINV0000734,Water Plus - 4082158321 Park Entrance Peel Park Av,28/03/2024,£506.14
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - p/e 24.03.24,1,CRINV0000736,Vivid Resourcing,28/03/2024,"£2,220.00"
ENVH - Environmental Health,BAA - Housing Standards,Agency staff - p/e 24.03.24 ,1,CRINV0000737,Vivid Resourcing,28/03/2024,£356.27
ENVS - Environmental Services,CAC - Parks & Cemeteries,"Crossed chain walk, Tyre Crossing, Incline balance beam, Install Security Fencing.",1,CRINV0000738,Play & Leisure Ltd,28/03/2024,"£3,689.11"
ENVS - Environmental Services,CAC - Parks & Cemeteries,"Crossed chain walk, Tyre crossing, Incline balance beam, Install security fencing",2,CRINV0000738,Play & Leisure Ltd,28/03/2024,"£1,021.47"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Egding Shears/Secatuers etc,1,CRINV0000739,Tudor Environmental,28/03/2024,£519.94
REGN - Regeneration & Housing,FAB - Facilities,Carry out drainage works and repairs to steel door,1,CRINV0000744,George Pearce & Sons Ltd,28/03/2024,"£2,272.80"
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/c 18.03.24,1,CRINV0000745,Oyster Partnership,28/03/2024,£555.84
PLAN - Planning & Transportation,EAD - Planning,Agency staff - w/c 18.03.24 ,1,CRINV0000746,Oyster Partnership,28/03/2024,"£2,411.10"
REGN - Regeneration & Housing,FAB - Facilities,AWG Grant Fees  to end of Jan 24,1,CRINV0000747,Hyndburn Homewise Society Limited,28/03/2024,"£11,422.32"
REGN - Regeneration & Housing,FAB - Facilities,Emergency repair grant Fees to end of March 24,1,CRINV0000748,Hyndburn Homewise Society Limited,28/03/2024,"£1,930.75"
RESO - Resources,AAG - Management Resources,Car Lease ,1,CRINV0000752,Lex Autolease Ltd,28/03/2024,"£3,112.56"
RESO - Resources,AAG - Management Resources,Car Lease ,2,CRINV0000752,Lex Autolease Ltd,28/03/2024,"£3,112.56"
RESO - Resources,AAG - Management Resources,Car Lease ,3,CRINV0000752,Lex Autolease Ltd,28/03/2024,£317.52
PLAN - Planning & Transportation,EAD - Planning,Remove Willow tree as requested,1,CRINV0000754,Scott Mitchell,28/03/2024,£700.00
RESO - Resources,AAG - Management Resources,Car Lease -,1,CRINV0000755,Lex Autolease Ltd,28/03/2024,"£4,437.87"
RESO - Resources,AAG - Management Resources,Car Lease ,2,CRINV0000755,Lex Autolease Ltd,28/03/2024,"£4,437.86"
RESO - Resources,AAG - Management Resources,Car Lease,3,CRINV0000755,Lex Autolease Ltd,28/03/2024,£628.85
RESO - Resources,AAG - Management Resources,Car Lease ,1,CRINV0000757,Lex Autolease Ltd,28/03/2024,"£1,956.75"
RESO - Resources,AAG - Management Resources,Car Lease ,2,CRINV0000757,Lex Autolease Ltd,28/03/2024,"£1,956.74"
RESO - Resources,AAG - Management Resources,Car Lease ,3,CRINV0000757,Lex Autolease Ltd,28/03/2024,£362.02
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 11.03.24,1,CRINV0000758,Proman Supply Chain Ltd,28/03/2024,£275.39
RESO - Resources,AAG - Management Resources,Car Lease,1,CRINV0000759,Lex Autolease Ltd,28/03/2024,"£5,825.81"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 04.03.24 ,1,CRINV0000760,Proman Supply Chain Ltd,28/03/2024,£688.46
REGN - Regeneration & Housing,FAA - Economic Development,Design & project Management fees,1,CRINV0000761,Salvis Group Limited,28/03/2024,£600.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 04.03.24 ,1,CRINV0000762,Proman Supply Chain Ltd,28/03/2024,£415.54
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 04.03.24,2,CRINV0000762,Proman Supply Chain Ltd,28/03/2024,£533.59
REGN - Regeneration & Housing,FAF - Strategic Housing,Affordable Warmth Grant,1,CRINV0000763,Rhea Projects,28/03/2024,"£2,226.00"
REGN - Regeneration & Housing,FAB - Facilities,Survey of Internal roof areas,1,CRINV0000765,Highwire Ltd,28/03/2024,£720.00
LEGL - Legal & Democratic,DAB - Human Resources,General design work,1,CRINV0000767,Brands Inside Out Limited,28/03/2024,£600.00
REGN - Regeneration & Housing,FAD - Housing Advice,Temorary Accomodation for two rooms- Period- 12-03-2024 to 31-03-2024. ,1,CRINV0000772,Blackwood Investment Group Limited,28/03/2024,"£2,720.00"
ENVS - Environmental Services,CAD - Town Centre & Markets,PPE ,1,CRINV0000775,"Bubbles, Brushes & Wiper Co Ltd",28/03/2024,£315.37
RESO - Resources,AAB - Benefits & Customer Contact,Full diploma in Finance Skills for Public Sector Managers ,1,CRINV0000776,CIPFA,28/03/2024,"£1,140.00"
REGN - Regeneration & Housing,FAF - Strategic Housing,Tranche Payment - Keepmoat,1,CRINV0000777,Keepmoat Homes,28/03/2024,"£80,000.00"
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC002,1,CRINV0000783,Trinity Luncheon Club,28/03/2024,£500.00
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC006,1,CRINV0000784,Milly`s Smiles,28/03/2024,"£2,100.00"
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC038,1,CRINV0000785,Accrington Rotary Club,28/03/2024,"£1,000.00"
RESO - Resources,AAF - Finance,Community Chest Grant - CC056,1,CRINV0000786,Fairfield Boxing Club and SITHI C.I.C,28/03/2024,"£3,700.00"
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC041,1,CRINV0000787,Belthorn Village Committee,28/03/2024,"£1,000.00"
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC059,1,CRINV0000788,Clayton Amateur Boxing Club,28/03/2024,"£2,000.00"
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC047,1,CRINV0000789,Brave Church,28/03/2024,"£1,000.00"
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC080,1,CRINV0000791,Oswaldtwistle Players,28/03/2024,"£1,000.00"
RESO - Resources,AAG - Management Resources,Community Chest Grant - CC061,1,CRINV0000792,Enfield Cricket Club,28/03/2024,"£2,350.00"
ENVS - Environmental Services,CAD - Town Centre & Markets,Additional cleaning - Accrington Market - December 2023,1,CRINV0000001,ServiceMaster Clean Contract Services AAA,31/03/2024,£503.87
RESO - Resources,AAG - Management Resources,Household Support Fund - Round 4 Delivery,1,CRINV0000005,Hyndburn Leisure,31/03/2024,"£360,000.00"
ENVS - Environmental Services,CAD - Town Centre & Markets,01.01.24 - 31.01.24,1,CRINV0000010,Water Plus - 4083296151 Market Hall,31/03/2024,£461.33
RESO - Resources,AAB - Benefits & Customer Contact,Agency Staff  W/C 27/02/2024,1,CRINV0000028,Eden Brown Limited,31/03/2024,"£1,212.12"
ENVS - Environmental Services,CAD - Town Centre & Markets,Electricity 02/10/23 - 31/12/23,1,CRINV0000032,SSE - 8700215783 17-18 The Market Hall,31/03/2024,£252.24
PLAN - Planning & Transportation,EAB - Engineers & Transportation,"Excavate area rear of Milton Place, G-H",1,CRINV0000045,Sterling Construction (Services) Ltd,31/03/2024,"£4,694.40"
RESO - Resources,AAG - Management Resources,"Hyndburn Leisure Digital CRM System, Course Pro Set-up, Door Access Control",1,CRINV0000071,Hyndburn Leisure,31/03/2024,"£37,804.69"
ENVS - Environmental Services,CAD - Town Centre & Markets,Northern Life Magazine & NL Web 2024,1,CRINV0000073,Loop Publishing Limited,31/03/2024,£738.00
REGN - Regeneration & Housing,FAD - Housing Advice,Rent deposit ,1,CRINV0000076,Rent UK Services,31/03/2024,£530.00
LEGL - Legal & Democratic,DAG - Elections,A4 & A3 Printed forms,1,CRINV0000083,Civica Election Services,31/03/2024,£524.56
ENVS - Environmental Services,CAA - Environmental Maintenance,Tree works and install railings at Memorial park,1,CRINV0000089,FareFence (NW) Limited,31/03/2024,"£64,247.16"
ENVS - Environmental Services,CAE - Waste Services,"Hire of 8 wheeler - 19/12/23, 20/12/23, 21/12/23",1,CRINV0000103,Stanley Brothers (Tippers) Ltd,31/03/2024,"£1,944.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Advert for Market relaunch,1,CRINV0000170,Acorn Community News,31/03/2024,£375.00
RESO - Resources,AAB - Benefits & Customer Contact,Recharge of utility costs @ Broadway Offices - February 24 - Electricity,1,CRINV0000194,Hyndburn Leisure,31/03/2024,"£1,478.35"
RESO - Resources,AAB - Benefits & Customer Contact,Recharge of gas costs @ Broadway offices - February 24,2,CRINV0000194,Hyndburn Leisure,31/03/2024,£785.90
RESO - Resources,AAB - Benefits & Customer Contact,Recharge of water costs @ Broadway offices - February 24,3,CRINV0000194,Hyndburn Leisure,31/03/2024,£43.93
PLAN - Planning & Transportation,EAA - Building Control,Temp Staff w/c 26.2.24 GH,1,CRINV0000217,BRG Interim Solutions,31/03/2024,£599.26
LEGL - Legal & Democratic,DAD - Management Legal & Dem,Provision of Legal Services ,1,CRINV0000239,Womble Bond Dickinson (Uk) LLP,31/03/2024,"£10,807.20"
REGN - Regeneration & Housing,FAB - Facilities,Emergency Works Grant EWG2023/07,1,CRINV0000244,Scl Building Services Limited,31/03/2024,"£3,983.00"
REGN - Regeneration & Housing,FAB - Facilities,Emergency Works Grant EWG2023/10,1,CRINV0000245,Edmundson Electrics,31/03/2024,£600.00
REGN - Regeneration & Housing,FAB - Facilities,"Electricity invoice for Vehicle Maintenance Depot, 01/02/24 - 29/02/24",1,CRINV0000247,EDF - 682823573 Vehicle Maintenance Depot,31/03/2024,"£5,048.14"
REGN - Regeneration & Housing,FAB - Facilities,01.02.24 - 29.02.24,1,CRINV0000258,EDF - 7368808979 Accrington Town Hall,31/03/2024,"£4,242.38"
REGN - Regeneration & Housing,FAB - Facilities,01.02.24 - 29.02.24,1,CRINV0000259,EDF - 9083492488 Mercer Hall Leisure Centre,31/03/2024,"£5,718.98"
REGN - Regeneration & Housing,FAB - Facilities,Electric Ciic Theatre 01.01.24 - 31.01.24,1,CRINV0000270,Corona Energy,31/03/2024,"£1,374.78"
PLAN - Planning & Transportation,EAD - Planning,Daytime Surveys comprising of 236 habitat mapping ,1,CRINV0000277,Tyrer Ecological Consultants Ltd,31/03/2024,"£31,359.00"
PLAN - Planning & Transportation,EAD - Planning,Biodiversity Strategy and Report,1,CRINV0000278,Lancashire Wildlife Trust,31/03/2024,"£17,400.00"
ENVS - Environmental Services,CAB - Other Environmental Services,period 02.02.24 - 01.03.24,1,CRINV0000281,Water Plus - 4206400451 CVMU,31/03/2024,£361.72
BANK CHARGES,NATWEST,QTRLY BANK CHARGES,,,NATWEST,31/03/2024,"£3,128.02"
