Cvmu,Equipmnt Repair & Maint,PARTS AND REPAIR,B000024616/7773,Snap On Diagnostics,20/02/2024,532.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,DRAG LINK AND BUMPER,B000024617/1164,Dennis Eagle Limited,20/02/2024,"1,134.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,"MIRROR, BUMPER, WIPER BLADE",B000024617/1164,Dennis Eagle Limited,20/02/2024,"1,086.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,VARIOUS FILTERS,B000024617/1164,Dennis Eagle Limited,20/02/2024,292.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,TURBO,B000024617/1758,Gunn Jcb Ltd,20/02/2024,966.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Equipmnt Repair & Maint,WD40 EXTENSION CABLE,B000024617/49523,R M Williams (Accrington) Ltd,20/02/2024,228.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,STEAM CLEAN X 2,B000024617/58642,Keep Em Clean,20/02/2024,787.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Training Expenses,MOT TESTER TRAINING,B000024617/59129,Gb Mot Training Ltd,20/02/2024,492.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Equipmnt Repair & Maint,5W/30 OIL ,B000024617/59186,Sar Lubricants,20/02/2024,451.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Cleaning,SUPPLEMENTARY CLEANING,B000024617/68396,Servicemaster Cs Aaa,20/02/2024,734.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Cpc Driver Training,DRIVING TEST FEE,B000024617/68422,Ben Shaw Training Limited,20/02/2024,115.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Cpc Driver Training,TEST FEE,B000024617/68422,Ben Shaw Training Limited,20/02/2024,560.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cvmu,Materials-Direct,TILT HOSE,B000024617/8014,Terberg Matec Uk,20/02/2024,216.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog Warden,Kenneling - Daytime,KENNELLING CONTRACT,B000024619/36271,Aspen Valley Boarding Kennels & Cattery,20/02/2024,976.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enforcement,Abandoned Vehicle Removal,REMOVAL OF CARAVAN,B000024619/39746,Assured Automobile Assessors Ltd,20/02/2024,285.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enforcement,Abandoned Vehicle Removal,REMOVAL OF CARAVAN,B000024619/39746,Assured Automobile Assessors Ltd,20/02/2024,285.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Pals Garden - Spf,Contractor Other,REFURBISHMENT OF GARDEN AREA,B000024619/52330,John Wade Groundworks Ltd,20/02/2024,"78,861.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorial Park,Contractor Other,PROJECT MANAGEMENT FEES,B000024619/61128,Proffitts,20/02/2024,"3,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refuse Collection,Clinical Waste Collection,CLINICAL WASTE COLLECTIONS,B000024619/62108,Rentokil Initial Uk Ltd,20/02/2024,230.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Depot Costs,12 MONTH MAINTENANCE CONTRACT,B000024619/63954,Karcher (Uk) Ltd,20/02/2024,658.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refuse Collection,Hired Vehicle,VEHICLE HIRE REFUSE,B000024619/68839,Leeds Commercial Vehicle Hire,20/02/2024,"1,232.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refuse Pop Service,Vehicle Leasing,VEHICLE HIRE POPS,B000024619/68839,Leeds Commercial Vehicle Hire,20/02/2024,"1,694.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Town Centre,Event Expenditure,GREAT HARWOOD SWITCH ON GRANT,B000024619/68951,Great Harwood Civic Society,20/02/2024,"2,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cemetery Welfare & Depot Fac,Contractor Other,TEMPORARY CCTV AT DEPOT,B000024619/7524,Ross Lee Construction Ltd,20/02/2024,880.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Water Charges,WATER CHARGES TOWN YARD 1.1.24-31.1.24,B000024619/8325,Water Plus Ltd,20/02/2024,495.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commercial Collections,Landfill Tax,TRADE WASTE - JAN 24,B000024619/8810,Suez Recycling And Recovery Uk Ltd,20/02/2024,"19,055.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commercial Collections,Waste Disposal Charges,TRADE WASTE DEC 24,B000024619/8810,Suez Recycling And Recovery Uk Ltd,20/02/2024,"2,242.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commercial Collections,Waste Disposal Charges,TRADE WASTE JAN 24,B000024619/8810,Suez Recycling And Recovery Uk Ltd,20/02/2024,"2,446.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Administration Expenses,Photocopying,PHOTOCOPYING COSTS,B000024619/999,Sharp Business Systems Uk Plc,20/02/2024,344.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christmas Decs & Amenity Costs,Work Done Dlo-Highways,DOWRY STREET CAR PARK LIGHTING,B000024620/27030,Lighting And Building Services Ltd,20/02/2024,975.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Chambers - Luf,Securing Premises,SECURITY  47 BLACKBURN RD. ACCRINGTON,B000024620/27659,Vps (Uk) Limited,20/02/2024,"1,880.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haworth Art Gallery,Collections Care,MODES ADDITIONAL USER,B000024620/59584,Modes Users Association,20/02/2024,700.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burton Chambers  - Luf,Consultants Fees,"VALUATION FEES, MARKETS",B000024620/66574,Cbre Ltd,20/02/2024,"1,166.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Chambers - Luf,Consultants Fees,"VALUATION FEES, MARKETS",B000024620/66574,Cbre Ltd,20/02/2024,"1,166.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Consultants Fees,"VALUATION FEES, MARKETS",B000024620/66574,Cbre Ltd,20/02/2024,"1,166.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Private Contractors Work,"CUT LANE ,RISHTON, DRAINAGE",B000024621/14998,Sterling Construction (Services) Ltd,20/02/2024,"4,350.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Agency Staff,TEMP STAFF WE 04.02.24,B000024621/33923,Eden Brown Limited,20/02/2024,"1,010.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licensing,Misc Expenses Other,EXPERIAN CHECKS,B000024621/59412,Experian,20/02/2024,421.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Agency Staff,TEMP STAFF 11.02.24,B000024621/61860,Vivid Resourcing,20/02/2024,"1,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Protection,Agency Staff,TEMP STAFF 11.02.24,B000024621/61860,Vivid Resourcing,20/02/2024,690.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Licensing,Office Consumables,GOODS FOR TAXI LICENSING,B000024622/21487,Vip-System Ltd,20/02/2024,"2,312.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disabled Facilities General,Contractor Other,DISABLED FACILITIES GRANT,B000024622/30178,B3p Services Ltd,20/02/2024,"4,168.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Services,Rental & Maint Software Misc,SUPPORT FOR FACIL/ICT 01/12/2023 - 30/11/2024,B000024622/43299,Sitehelpdesk.Com,20/02/2024,678.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Bpr/Contact Centre,1 HALF FI-6770 MAINTENANCE 17/03/2024 - 16/03,B000024622/46277,E File Uk Ltd,20/02/2024,429.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local Taxation,Bpr/Contact Centre,1 HALF MAINTENNCE 17/03/2024 - 16/03/2025,B000024622/46277,E File Uk Ltd,20/02/2024,429.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asylum Seekers,New Equipment,1 IPAD PRO 12.9 WIFI & CELLULAR 6TH GEN 128GB,B000024622/52932,Insight Direct (Uk) Ltd,20/02/2024,"1,119.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asylum Seekers,New Equipment,SMART KEYBAORD & FOLIO CASE,B000024622/52932,Insight Direct (Uk) Ltd,20/02/2024,188.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tech. Refresh (Annual Replacem,Equipment,1 X UPS 2000W MAX POWER DRAW,B000024622/62014,Techbuyer Limited,20/02/2024,"2,915.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tech. Refresh (Annual Replacem,Equipment,1 X UPS 4590W MAX POWER DRAW,B000024622/62014,Techbuyer Limited,20/02/2024,"2,915.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crm Digital Services,Subsidised Professional Subs,CONSULTANCY FEES ABAVUS OCT/NOV 2023,B000024622/68117,Abavus Ltd,20/02/2024,"3,373.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disabled Facilities General,Contractor Other,DISABLED FACILITIES GRANT,B000024622/7874,Stannah Lift Services Limited,20/02/2024,"3,497.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dfg Affordable Warmth Grant,Contractor Other,AFFORDABLE WARMTH GRANT,B000024623/35745,Ags Heating & Plumbing Ltd,20/02/2024,"2,496.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Services,Printer/ Copier Rental & Maint,CHARGES 01/12/23 - 08/01/24,B000024623/61288,Xbm Ltd,20/02/2024,211.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Services,Printer/ Copier Rental & Maint,CHARGES 08/01/24 - 05/02/24,B000024623/61288,Xbm Ltd,20/02/2024,239.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dfg Affordable Warmth Grant,Contractor Other,AFFORDABLE WARMTH GRANT,B000024623/64557,Harris Heating (Nw) Ltd,20/02/2024,"2,485.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asylum Seekers,Temporary Accommodation,TEMP ACCOMODATION 12/01/24 TO 11/02/24,B000024623/67340,Blackwood Investment Group Limited,20/02/2024,"4,216.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dfg Affordable Warmth Grant,Contractor Other,AFFORDABLE WARMTH GRANT,B000024623/68216,Scl Building Services Limited,20/02/2024,563.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maint. Of H'Ways & Cycleways,Work Done Dlo-Highways,CALL OUT - POINT BETWEEN FLAGS AND ACCESS INTO WILKOS,B000024624/27030,Lighting And Building Services Ltd,20/02/2024,240.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Administration Services,Office Consumables,COPIER PAPER,B000024624/55485,Canon (Uk) Ltd,20/02/2024,714.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Administration Expenses,Stationery,STATIONERY,B000024624/67355,Ot Group Limited,20/02/2024,276.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Equipment Acquisition,SECOND MONTH RENTAL - CABINS,B000024624/68811,Rapid Retail Ltd,20/02/2024,"13,570.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Food & Safety,Computer Rental & Maint,CIVICA - 24 / 25- APP LICENCE AND SUPPORT - 31.03.24 - 30.03.25,B000024625/17209,Civica Uk Limited,20/02/2024,"8,924.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Infrastructure,Clayton Forest Park,SITE MAINTENANCE WORKS,B000024625/28458,Marchbridge Builders Ltd,20/02/2024,"5,909.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Infrastructure,Spouthouse Woodland Project,SITE MAINTENANCE WORKS,B000024625/28458,Marchbridge Builders Ltd,20/02/2024,"5,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Infrastructure,Woodnook Rothwell,SITE MAINTENANCE WORKS,B000024625/28458,Marchbridge Builders Ltd,20/02/2024,"5,455.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Agency Staff,TEMP STAFF - W/C 05.02.24 ,B000024625/58852,Oyster Partnership,20/02/2024,"1,157.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmo,Agency Staff,TEMP STAFF - W/C 05.02.24,B000024625/58852,Oyster Partnership,20/02/2024,"1,664.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Standards,Agency Staff,TEMP STAFF - W/C 05.02.24,B000024625/58852,Oyster Partnership,20/02/2024,736.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Standards,Agency Staff,TEMP STAFF - W/C 11.02.24 ,B000024625/61657,G2 Recruitment Solutions,20/02/2024,"2,060.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Agency Staff,AGENCY STAFF W/E 04.02.2024,B000024618/19414,Proman Supply Chain Ltd,22/02/2024,424.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Agency Staff,AGENCY STAFF  W/E 14.01.2024,B000024618/19414,Proman Supply Chain Ltd,22/02/2024,534.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Agency Staff,AGENCY STAFF  W/E 21.01.24,B000024618/19414,Proman Supply Chain Ltd,22/02/2024,424.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Agency Staff,AGENCY STAFF  W/E 28-01-2024,B000024618/19414,Proman Supply Chain Ltd,22/02/2024,424.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Vehicle Tracker / Fuel/ Cctv,TRACKERS,B000024618/65244,Inseego,22/02/2024,240.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Cleaning Of Buildings,CLEANING AT RYDDINGS,B000024618/68396,Servicemaster Cs Aaa,22/02/2024,495.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Cleaning Of Buildings,CLEANING - WILSONS PAVILLION,B000024618/68396,Servicemaster Cs Aaa,22/02/2024,550.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipping Charges,Hired Vehicle,HIRE OF TIPPER WHEELER  09.02.2024,B000024618/9294,Stanley Brothers (Tippers) Ltd,22/02/2024,540.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaitcliffe House,Asset Maint R&M,SCAITCLIFFE HOUSE - NEW FIRE RELAY TO MAIN ENTRANCE DOORS,B000024630/24998,Full Circuit Fire & Security Ltd,22/02/2024,800.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisure In Hyndburn,Asset Maint R&M,"HYNDBURN LEISURE CENTRE - REPAIRS TO COLUMNS,& LIGHTING",B000024630/27030,Lighting And Building Services Ltd,22/02/2024,750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library St Depot,Asset Maint R&M,CVMU -  INSTALL NEW LED LANTERN AT REAR OF PAPER SHED,B000024630/27030,Lighting And Building Services Ltd,22/02/2024,225.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisure In Hyndburn,Asset Maint R&M, REPLACEMENT FLOOD LIGHTS AT HYNDBURN LEISURE CENTRE,B000024630/29112,Hyndburn Leisure,22/02/2024,"1,470.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Benefit Administration,Agency Staff,TEMP STAFF-  11.02.24,B000024630/33923,Eden Brown Limited,22/02/2024,"1,010.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Asset Maint R&M,ACCRINGTON CREMATORIUM - ADJUST INNER GLASS DOORS,B000024630/37017,Pilkington Bros (Church) Ltd,22/02/2024,336.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Property,Asset Maint R&M,RICHMOND HILL STREET CAR PARK - REMOVE CAR PARK BARRIER ,B000024630/37017,Pilkington Bros (Church) Ltd,22/02/2024,348.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaitcliffe House,Asset Maint R&M,SCAITCLIFFE HOUSE - REPAIR LEAKING ROOF IN Q E ROOM,B000024630/37017,Pilkington Bros (Church) Ltd,22/02/2024,330.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library St Depot,Asset Maint R&M,CVMU - ROLLER SHUTTER DOOR - NEW PUSH BUTTON UNIT,B000024630/54975,Roller Shutter Services Ltd,22/02/2024,257.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Town Hall,Asset Maint R&M,BROADWAY OFFICE - REPAIR LIGHT IN LADIES TOILET AND REPOSITION FIRE EXIT SIGN,B000024630/57949,Steven Mercer Electrical Contractors Limited,22/02/2024,236.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Lease Interest,Lease Charge Interest,LEASE RENTAL - 20.03.24 - 19.06.24,B000024632/30595,Siemens Financial Services Ltd,22/02/2024,166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrp Leasing,Leasing Charges Equipment,LEASE RENTAL - 20.03.24 - 19.06.24,B000024632/30595,Siemens Financial Services Ltd,22/02/2024,"3,083.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaitcliffe House,Equipmnt Repair & Maint,LEASE RENTAL - 20.03.24 - 19.06.24,B000024632/30595,Siemens Financial Services Ltd,22/02/2024,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christmas Decs & Amenity Costs,Electricity,CHRISTMAS LIGHTING - 01.12.23 - 31.12.23,B000024632/35310,Sse Energy Solutions,22/02/2024,"1,876.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Services,Telephones,CHARGES- 01.02.24 - 29.02.24,B000024632/46800,Cloudcoco Limited,22/02/2024,"1,208.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registration Of Electors,Publications & Periodicals,RELEASE 74 SCHOFIELDS,B000024632/50652,Thomson Reuters Professional Uk Ltd,22/02/2024,374.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Agency Staff,AGENCY STAFF - W/C 05.02.24,B000024632/58852,Oyster Partnership,22/02/2024,463.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Agency Staff,AGENCY STAFF - W/E 11.02.24,B000024632/67448,Macdonald & Company,22/02/2024,"1,445.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Policy B.U.,Agency Staff,AGENCY STAFF - W/E 11.02.24 ,B000024632/67448,Macdonald & Company,22/02/2024,"1,105.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Equipment Acquisition,MARKET CABINS - ADDITIONAL WORK,B000024632/68811,Rapid Retail Ltd,22/02/2024,"18,942.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Equipment Acquisition,SUPPLY AND DELIVER ELECTRIC CANOPY / INSTALL WIND SENSOR,B000024632/68811,Rapid Retail Ltd,22/02/2024,"35,970.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Agency Staff,AGENCY STAFF - W/C 05.02.24 ,B000024632/68845,Brg Interim Solutions Limited,22/02/2024,"1,555.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Agency Staff,AGENCY STAFF - W/E 11.02.24 ,B000024632/68990,Matchtech Group (Uk) Limited,22/02/2024,930.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
