Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
PLAN - Planning & Transportation,EAA - Building Control,Agency Staff Costs w/e 26.05.24,1,CRINV0004038,Deekay Tech Recruitment Ltd,29/08/24,"2,672.38"
PLAN - Planning & Transportation,EAD - Planning,Agency Costs w/c 22.07.2024 ,1,CRINV0004040,Oyster Partnership,29/08/24,"2,416.57"
ENVS - Environmental Services,CAA - Environmental Maintenance,Service and maintenance visit Rhyddings Park,1,CRINV0004043,Affordable Bar & Catering Equipment Direct,29/08/24,"1,726.80"
REGN - Regeneration & Housing,FAB - Facilities,Water monitor Jul 24 Acc Cem Office,1,CRINV0004047,HSL Compliance,29/08/24,43.20
REGN - Regeneration & Housing,FAB - Facilities,Water monitor Jul 24 Acc Town Hall,2,CRINV0004047,HSL Compliance,29/08/24,99.60
REGN - Regeneration & Housing,FAB - Facilities,Water monitor Jul 24 Broadway,3,CRINV0004047,HSL Compliance,29/08/24,62.40
REGN - Regeneration & Housing,FAB - Facilities,Water monitor Jul 24 Brian Walmsley,4,CRINV0004047,HSL Compliance,29/08/24,74.40
REGN - Regeneration & Housing,FAB - Facilities,Water monitor Jul CVMU,5,CRINV0004047,HSL Compliance,29/08/24,50.40
REGN - Regeneration & Housing,FAB - Facilities,Water monitor Jul Dill Hall Cem Serv Building,6,CRINV0004047,HSL Compliance,29/08/24,34.80
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Gt Har Cem Serv building,7,CRINV0004047,HSL Compliance,29/08/24,43.20
REGN - Regeneration & Housing,FAB - Facilities,Water monitor Jul HAG,8,CRINV0004047,HSL Compliance,29/08/24,54.00
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Haworth Stables,9,CRINV0004047,HSL Compliance,29/08/24,51.60
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul King G Pav,10,CRINV0004047,HSL Compliance,29/08/24,166.80
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Lowerfold Pav,11,CRINV0004047,HSL Compliance,29/08/24,37.20
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Memorial Pav,12,CRINV0004047,HSL Compliance,29/08/24,50.40
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Mercer House,13,CRINV0004047,HSL Compliance,29/08/24,33.60
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Mercer Park Bowls,14,CRINV0004047,HSL Compliance,29/08/24,31.20
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Mercer Park Serv Building,15,CRINV0004047,HSL Compliance,29/08/24,33.60
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Milnshaw Park Bowls Pav,16,CRINV0004047,HSL Compliance,29/08/24,40.80
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Oakhill Park Bandstand,17,CRINV0004047,HSL Compliance,29/08/24,34.80
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Oakhill Park Bowls Pav,18,CRINV0004047,HSL Compliance,29/08/24,37.20
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Oakhill Serv Building,19,CRINV0004047,HSL Compliance,29/08/24,37.20
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Oakhill Tennis Pav,20,CRINV0004047,HSL Compliance,29/08/24,39.60
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Parker St Bowls,21,CRINV0004047,HSL Compliance,29/08/24,33.60
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Peel Park Bowls Pav,22,CRINV0004047,HSL Compliance,29/08/24,37.20
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Peel St Public Toilets,23,CRINV0004047,HSL Compliance,29/08/24,51.60
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Rhyddings Park Bowls Pav,24,CRINV0004047,HSL Compliance,29/08/24,37.20
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Rhyddings Park Coach House,25,CRINV0004047,HSL Compliance,29/08/24,46.80
REGN - Regeneration & Housing,FAB - Facilities,water monitor Rhyddings Park Serv Building,26,CRINV0004047,HSL Compliance,29/08/24,37.20
REGN - Regeneration & Housing,FAB - Facilities,water monitor Scaitcliffe House,27,CRINV0004047,HSL Compliance,29/08/24,76.80
REGN - Regeneration & Housing,FAB - Facilities,water monitor willows Lane Jul 24,28,CRINV0004047,HSL Compliance,29/08/24,50.40
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Willows Lane Canteen,29,CRINV0004047,HSL Compliance,29/08/24,45.60
REGN - Regeneration & Housing,FAB - Facilities,water monitor Jul Willows Lane Store,30,CRINV0004047,HSL Compliance,29/08/24,37.20
REGN - Regeneration & Housing,FAB - Facilities,Cleaning - Oakhill Pavilion - August 24,1,CRINV0004049,ServiceMaster Clean Contract Services AAA,29/08/24,368.52
REGN - Regeneration & Housing,FAB - Facilities,Memorial Park works,1,CRINV0004060,Pilkington Bros (Church) Ltd,29/08/24,"1,644.48"
ENVS - Environmental Services,CAF - CVMU,Parts and materials,1,CRINV0004063,Terberg Matec Uk,29/08/24,799.97
ENVS - Environmental Services,CAA - Environmental Maintenance,Rhyddings Park Catering Goods,1,CRINV0004069,Affordable Bar & Catering Equipment Direct,29/08/24,780.00
ENVS - Environmental Services,CAE - Waste Services,Monthly charges,1,CRINV0004095,Trakm8 Holdings Plc,29/08/24,320.16
ENVS - Environmental Services,CAE - Waste Services,Vehicle Hire,1,CRINV0004097,Leeds Commercial Vehicle Hire,29/08/24,"2,125.20"
ENVS - Environmental Services,CAF - CVMU,Supplementary cleaning CVMU,1,CRINV0004118,ServiceMaster Clean Contract Services AAA,29/08/24,967.44
ENVS - Environmental Services,CAF - CVMU,Parts and materials,1,CRINV0004119,Terberg Matec Uk,29/08/24,472.82
RESO - Resources,AAB - Benefits & Customer Contact,Debt collection costs,1,CRINV0004145,Marston (Holdings) Ltd,29/08/24,577.28
REGN - Regeneration & Housing,FAB - Facilities,Hyndburn Leisure Centre electricity invoice,1,CRINV0004164,EDF - 893361461 Hyndburn Leisure Centre,29/08/24,"45,214.80"
RESO - Resources,AAB - Benefits & Customer Contact,Professional charges/fees,1,CRINV0004176,Greenhalgh Kerr,29/08/24,"2,394.00"
REGN - Regeneration & Housing,FAB - Facilities,Electricity Invoice Community Hub - Fielding Lane  01 Jul 24 - 31 Jul 24,1,CRINV0004178,EDF - 8950977786 Community Hub Fielding Ln,29/08/24,863.95
REGN - Regeneration & Housing,FAF - Strategic Housing,Soapbox Ukranian Activities,1,CRINV0004180,Scott Dawson Advertising Ltd,29/08/24,"5,880.00"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Monthly doc charges - Acc Cemetery,1,CRINV0004181,Minster Cleaning Services,29/08/24,"1,478.22"
REGN - Regeneration & Housing,FAB - Facilities,Service - Air Con - 22.07.24 Scaitcliffe,1,CRINV0004189,Affordable Bar & Catering Equipment Direct,29/08/24,288.00
PLAN - Planning & Transportation,EAC - Green Infrastructure,Climate action fund bid,1,CRINV0004209,Lancashire Wildlife Trust,29/08/24,300.00
LEGL - Legal & Democratic,DAG - Elections,Schofield Election Law,1,CRINV0004215,Thomson Reuters Professional Uk Ltd,29/08/24,374.00
ENVS - Environmental Services,CAD - Town Centre & Markets,Workwear / Brown Tape,1,CRINV0004233,"Bubbles, Brushes & Wiper Co Ltd",29/08/24,513.18
REGN - Regeneration & Housing,FAB - Facilities,Electricity for Creamorium,1,CRINV0004251,EDF - 207575286 Accrington Crematorium Site 2,29/08/24,"1,656.06"
REGN - Regeneration & Housing,FAB - Facilities,Electricity at Crematorium,2,CRINV0004251,EDF - 207575286 Accrington Crematorium Site 2,29/08/24,116.75
REGN - Regeneration & Housing,FAB - Facilities,Alarm Responses: Rangers Street Vehicle Compound,1,CRINV0004254,Keyplus Security Ltd,29/08/24,255.75
REGN - Regeneration & Housing,FAB - Facilities,Call out July 24 - Acc Crem,1,CRINV0004261,Keyplus Security Ltd,29/08/24,255.75
REGN - Regeneration & Housing,FAB - Facilities,Call out - July 24 - Osw Civic,1,CRINV0004262,Keyplus Security Ltd,29/08/24,458.40
REGN - Regeneration & Housing,FAB - Facilities,Call outs - July 24 - Brian Walmsley,1,CRINV0004264,Keyplus Security Ltd,29/08/24,426.25
ENVS - Environmental Services,CAF - CVMU,Air filters,1,CRINV0004286,Aebi Schmidt Uk Ltd,29/08/24,415.02
RESO - Resources,AAF - Finance,confidential waste disposal,1,CRINV0004306,Ecs Ltd,29/08/24,319.20
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff w/c 22.07.24 ,1,CRINV0004312,Proman Supply Chain Ltd,29/08/24,780.91
ENVS - Environmental Services,CAE - Waste Services,Temp Staff w/e 04.08.24.  ,1,CRINV0004316,Rapid Recruitment Ltd,29/08/24,"2,044.72"
ENVS - Environmental Services,CAB - Other Environmental Services,Hire of 8 wheeler 25.07.24,1,CRINV0004317,Stanley Brothers (Tippers) Ltd,29/08/24,648.00
ENVS - Environmental Services,CAC - Parks & Cemeteries,Memorial Park grounds - works Val 2,1,CRINV0004329,John Wade Groundworks Ltd,29/08/24,"71,883.42"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Inseego fleet,1,CRINV0004331,Inseego UK Ltd,29/08/24,288.00
ENVS - Environmental Services,CAB - Other Environmental Services,Cleaning services Willows Lane July 24,1,CRINV0004334,ServiceMaster Clean Contract Services AAA,29/08/24,441.41
ENVS - Environmental Services,CAC - Parks & Cemeteries,Supplementary cleaning Aug 24 Wilsons.,1,CRINV0004339,ServiceMaster Clean Contract Services AAA,29/08/24,725.57
ENVS - Environmental Services,CAC - Parks & Cemeteries,Supplementary cleaning Aug 24 Rhyddings Park,1,CRINV0004340,ServiceMaster Clean Contract Services AAA,29/08/24,652.99
ENVS - Environmental Services,CAC - Parks & Cemeteries,Weekly clean to changing room Whiteash,1,CRINV0004343,ServiceMaster Clean Contract Services AAA,29/08/24,265.86
ENVS - Environmental Services,CAB - Other Environmental Services,Supplementary cleaning Willows Lane Aug 24,1,CRINV0004346,ServiceMaster Clean Contract Services AAA,29/08/24,"1,257.69"
RESO - Resources,AAB - Benefits & Customer Contact,Recharge of utility costs Broadway July 24,1,CRINV0004353,Hyndburn Leisure,29/08/24,"1,761.73"
RESO - Resources,AAB - Benefits & Customer Contact,water charges,2,CRINV0004353,Hyndburn Leisure,29/08/24,58.68
RESO - Resources,AAB - Benefits & Customer Contact,Cleaning Broadway July 24,1,CRINV0004354,Hyndburn Leisure,29/08/24,"1,813.60"
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/e 11/08 ,1,CRINV0004358,Macdonald & Company,29/08/24,682.64
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/e 11/08/24 ,2,CRINV0004358,Macdonald & Company,29/08/24,682.66
ENVS - Environmental Services,CAB - Other Environmental Services,Hire of 8 wheeler . 01.08.24,1,CRINV0004378,Stanley Brothers (Tippers) Ltd,29/08/24,648.00
PLAN - Planning & Transportation,EAD - Planning,Staff. w/e 14.07.24 S.C.,1,CRINV0004381,Macdonald & Company,29/08/24,"1,619.50"
LEGL - Legal & Democratic,DAG - Elections,Additional Pollcards,1,CRINV0004387,Civica Election Services,29/08/24,"1,995.84"
LEGL - Legal & Democratic,DAG - Elections,Additional Pollcards,1,CRINV0004388,Civica Election Services,29/08/24,552.96
LEGL - Legal & Democratic,DAG - Elections,Additional Pollcards,1,CRINV0004389,Civica Election Services,29/08/24,"1,087.37"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Hyndburn Car Park Maintenance - July 2024,1,CRINV0004390,Marchbridge Builders Ltd,29/08/24,"9,654.00"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Hyndburn Car Park Maintenance July 2024,2,CRINV0004390,Marchbridge Builders Ltd,29/08/24,"7,258.20"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Hyndburn Car Park Maintenance - July 24,3,CRINV0004390,Marchbridge Builders Ltd,29/08/24,"7,047.60"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Hyndburn Car Park Maintenance - July 2024,4,CRINV0004390,Marchbridge Builders Ltd,29/08/24,"4,908.30"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Hyndburn Car Park Maintenance - July 2024,5,CRINV0004390,Marchbridge Builders Ltd,29/08/24,"2,882.40"
PLAN - Planning & Transportation,EAB - Engineers & Transportation,Hyndburn Car Park Maintenance - July 2024,6,CRINV0004390,Marchbridge Builders Ltd,29/08/24,"10,705.80"
REGN - Regeneration & Housing,FAB - Facilities,Contract - Accrington Cemetery,1,CRINV0004391,Stone Central,29/08/24,"36,942.75"
LEGL - Legal & Democratic,DAG - Elections,Printing,1,CRINV0004452,Civica Election Services,29/08/24,"1,196.83"
REGN - Regeneration & Housing,FAB - Facilities,Scaitcliffe House,1,CRINV0004465,R J Lift Services Ltd,29/08/24,228.96
REGN - Regeneration & Housing,FAB - Facilities,Acc Town Hall,2,CRINV0004465,R J Lift Services Ltd,29/08/24,457.92
REGN - Regeneration & Housing,FAB - Facilities,Haworth Art Gallery,3,CRINV0004465,R J Lift Services Ltd,29/08/24,228.96
REGN - Regeneration & Housing,FAB - Facilities,Oakhill Bandstand,4,CRINV0004465,R J Lift Services Ltd,29/08/24,228.96
REGN - Regeneration & Housing,FAB - Facilities,Rhyddings Coach House,5,CRINV0004465,R J Lift Services Ltd,29/08/24,228.96
REGN - Regeneration & Housing,FAB - Facilities,Period: 2.7.24 to 1.8.24,1,CRINV0004467,EDF - 7165810468 Acc Cemetery Office Site 28,29/08/24,727.27
REGN - Regeneration & Housing,FAB - Facilities,Period: 2.7.24 to 1.8.24,1,CRINV0004468,"EDF - 9660616401 Bullough Park Pavilion, Site32",29/08/24,609.40
REGN - Regeneration & Housing,FAB - Facilities,period: 1.7.24 to 1.8.24,1,CRINV0004470,EDF - 3809479863 Unit 15 Peel Street Site 15,29/08/24,637.83
REGN - Regeneration & Housing,FAB - Facilities,Period: 2.7.24 to 1.8.24,1,CRINV0004474,EDF - 5266496511 Wilsons Site 19,29/08/24,"1,700.42"
REGN - Regeneration & Housing,FAB - Facilities,Period: 2.7.24 to 1.8.24,1,CRINV0004475,EDF - 5570732843 Wilsons Playing Fields Site 22,29/08/24,"2,310.05"
LEGL - Legal & Democratic,DAG - Elections,Hosting Elections on 4th July 2024 at Stanley Sports Hub,1,CRINV0004476,Accrington Stanley Football In The Community,29/08/24,500.00
REGN - Regeneration & Housing,FAB - Facilities,Electricity Invoice period: 02 Jul 24 - 01 Aug 24,1,CRINV0004479,EDF - 6737575003 Haworth Stables Site 27,29/08/24,416.87
REGN - Regeneration & Housing,FAB - Facilities,Electricity Invoice period: 02 Jul 24 - 01 Aug 24,1,CRINV0004481,EDF - 4743267271 Oakhill Park Site 17,29/08/24,380.92
PLAN - Planning & Transportation,EAD - Planning,Applicants viability assessment,1,CRINV0004507,Keppie Massie,29/08/24,"3,780.00"
PLAN - Planning & Transportation,EAD - Planning,Temp Staff w/c 12.08.24.,1,CRINV0004508,Oyster Partnership,29/08/24,"2,331.07"
RESO - Resources,AAD - ICT,Basic to stnd for mivoice mx-one,1,CRINV0004509,Cloudcoco Limited,29/08/24,"53,146.80"
PLAN - Planning & Transportation,EAA - Building Control,Temp staff w/e 16.8.24,1,CRINV0004519,Deekay Tech Recruitment Ltd,29/08/24,"1,364.04"
ENVS - Environmental Services,CAE - Waste Services,General Waste Disposal,1,CRINV0004529,Suez Recycling And Recovery Uk Ltd,29/08/24,"3,269.74"
ENVS - Environmental Services,CAE - Waste Services,landfill tax,2,CRINV0004529,Suez Recycling And Recovery Uk Ltd,29/08/24,"12,732.68"
ENVS - Environmental Services,CAF - CVMU,"Breakdown call outs, parts and repairs",1,CRINV0004548,Rossendale Vulcanising (Sales Ltd),29/08/24,"6,615.60"
ENVS - Environmental Services,CAF - CVMU,annual maintenance agreement,1,CRINV0004550,Mrb Workshop Services,29/08/24,"3,071.40"
RESO - Resources,AAB - Benefits & Customer Contact,Temp staff w/e 18/08/24,1,CRINV0004554,Eden Brown Limited,29/08/24,"1,212.12"
REGN - Regeneration & Housing,FAB - Facilities,Period: 1.7.24 to 31.7.24,1,CRINV0004576,"EDF - 5719776837 - Willows Lane Depot, Corporation",29/08/24,"2,859.65"
RESO - Resources,AAF - Finance,Pstage charges,1,CRINV0004579,Pitney Bowes Ltd,29/08/24,15.60
RESO - Resources,AAF - Finance,Postage charges,2,CRINV0004579,Pitney Bowes Ltd,29/08/24,"11,905.45"
REGN - Regeneration & Housing,FAD - Housing Advice,Accommodation,1,CRINV0004599,Hill View (Private) Hotel,29/08/24,715.00
ENVS - Environmental Services,CAA - Environmental Maintenance,Valuation Fees - July 2024,1,CRINV0004600,CBRE Ltd,29/08/24,"1,400.01"
ENVS - Environmental Services,CAA - Environmental Maintenance,Valuation Fees - July 2024,2,CRINV0004600,CBRE Ltd,29/08/24,"1,400.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Valuation Fees - July 2024,3,CRINV0004600,CBRE Ltd,29/08/24,"1,399.99"
ENVS - Environmental Services,CAA - Environmental Maintenance,Burton Chambers - Stage 3 Tender Exec plus fee,1,CRINV0004601,CBRE Ltd,29/08/24,"6,210.00"
PLAN - Planning & Transportation,EAC - Green Infrastructure,Architect services,1,CRINV0004602,Buttress Architects Limited,29/08/24,"1,461.00"
ENVS - Environmental Services,CAA - Environmental Maintenance,Period: 1.7.24 to 5.8.24,1,CRINV0004603,E.On Next Energy - A-54DE8BBA,29/08/24,40.00
ENVS - Environmental Services,CAA - Environmental Maintenance,Period: 1.7.24 to 5.8.24,2,CRINV0004603,E.On Next Energy - A-54DE8BBA,29/08/24,377.61
RESO - Resources,AAF - Finance,Period: 26.7.24 to 25.8.24,1,CRINV0004604,Water Plus - 4081791400 Canteen Scaitcliffe House,29/08/24,"1,290.30"
REGN - Regeneration & Housing,FAB - Facilities,Affordable Warmth Grant,1,CRINV0004605,A G S Heating & Plumbing Ltd,29/08/24,"3,660.00"
REGN - Regeneration & Housing,FAB - Facilities,Affordable Warmth Grant,1,CRINV0004606,A G S Heating & Plumbing Ltd,29/08/24,"2,478.00"
REGN - Regeneration & Housing,FAB - Facilities,Affordable Warmth Grant,1,CRINV0004607,Allforone& Oneforall,29/08/24,"1,100.00"
REGN - Regeneration & Housing,FAD - Housing Advice,Rent deposit f,1,CRINV0004612,TTD2 Limited - Burgess Hodgson,29/08/24,850.00
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspections,1,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,448.80
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Mercer Hall,2,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Cutwood,3,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Gatty,4,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,278.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Lowerfold,5,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,278.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Memorial,6,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,448.80
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Mercer Park,7,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Milnshaw,8,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Oakhill,9,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,448.80
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Peel Park,10,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,278.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Rhyddings,11,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,278.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Wilsons,12,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Acc Cem,13,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Belthorn,14,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - G-H Clock,15,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Hermiatge St,16,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Osw War Memorial,17,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,278.40
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Rishton,18,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,448.80
REGN - Regeneration & Housing,FAB - Facilities,Flagpole Inspection - Stanhill,19,CRINV0004615,Glassfibre Flagpoles Limited,29/08/24,224.40
ENVS - Environmental Services,CAA - Environmental Maintenance,Town Hall cabins electricity supply  - April 2024,1,CRINV0004635,Smartest Energy - 100011736903 77-79 Blackburn Rd,29/08/24,"1,421.35"
LEGL - Legal & Democratic,DAG - Elections,Rental and Staffing Fees Accrington ACF May 2024 Elections,1,CRINV0004639,NW RFCA,29/08/24,262.50
LEGL - Legal & Democratic,DAG - Elections,Rental and Staffing Fees Accrington ACF May 2024 Elections,2,CRINV0004639,NW RFCA,29/08/24,262.50
RESO - Resources,AAD - ICT,"External Infrastructure Testing 
Internal Infrastructure Testing £860.00 5 Day(s) One-Off £4,300.00 Internal ITHC (Internal VA, Build Review, Desktop
Breakout)",1,CRPOI0004082,Claranet Limited,29/08/24,"8,256.00"
RESO - Resources,AAF - Finance,Cleaning supplies ,1,CRPOI0004197,Option Hygiene,29/08/24,300.45
ENVS - Environmental Services,CAC - Parks & Cemeteries," Excavate round, install new riser to  manhole chamber
2 - Remove damaged plastic lids to existing gullys, dig round so as to allow concrete",1,CRPOI0004244,Marchbridge Builders Ltd,29/08/24,888.00
ENVS - Environmental Services,CAB - Other Environmental Services,"3,500 Litres Derv",1,CRPOI0004440,Certas Energy,29/08/24,"4,704.50"
RESO - Resources,AAD - ICT,Out of Hours - Remote Engineer ,1,CRPOI0004613,Cloudcoco Limited,29/08/24,"3,240.00"
RESO - Resources,AAD - ICT,Remote Engineer ,2,CRPOI0004613,Cloudcoco Limited,29/08/24,960.00
