Department Area,Service Area,Description,Line,HBC Ref No.,Name:  ,Payment Date,Amount Paid
RESO - Resources,AAF - Finance,June Land Registry Fee,73,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,74,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,75,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,76,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,77,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,78,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,79,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,80,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,81,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,82,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,83,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,84,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,85,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,86,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,87,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,88,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,89,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,90,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,91,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,92,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,93,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,94,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,95,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,96,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,97,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,98,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,99,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,100,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,101,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,102,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,103,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,104,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,105,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,106,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,107,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,108,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,109,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,110,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,111,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,112,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,113,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,114,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,115,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,116,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,117,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,118,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,119,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,120,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,121,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,122,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,123,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,124,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,125,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,126,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,127,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,128,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,129,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,130,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,131,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,132,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,133,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,134,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,135,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,136,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,137,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,138,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,139,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,140,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,141,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,142,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,143,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,144,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,145,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,146,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,147,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,148,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,149,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,150,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,151,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,152,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,153,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,154,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,155,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,156,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,157,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,158,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,159,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,160,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,161,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,162,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,163,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,164,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,165,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,166,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,167,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,168,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,169,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,170,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,171,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,172,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,173,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,174,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,175,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,176,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,177,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,178,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,179,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,180,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,181,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,182,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,183,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,184,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,185,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,186,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,187,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,188,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,189,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,190,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,191,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,192,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,193,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,194,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,195,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,196,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,197,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,198,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,199,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,200,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,201,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,202,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,203,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,204,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,205,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,206,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,207,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,208,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,209,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,210,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,211,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,212,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,213,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,214,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,215,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,216,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,217,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,218,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,219,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,220,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,221,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,222,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,223,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,224,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,225,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,June Land Registry Fee,226,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,227,CRINV0003692,HM Land Registry,25/07/2024,3.00
RESO - Resources,AAF - Finance,June Land Registry Fee,228,CRINV0003692,HM Land Registry,25/07/2024,6.00
RESO - Resources,AAF - Finance,BRR & RSG June 24,1,CRINV0003804,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"181,589.00-"
RESO - Resources,AAF - Finance,BRR & RSG Central Share June 24,2,CRINV0003804,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"1,055,938.00"
RESO - Resources,AAF - Finance,BRR & RSG Top Up June 24,3,CRINV0003804,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"1,173.00-"
RESO - Resources,AAF - Finance,BRR & RSG TR Payments June 24,4,CRINV0003804,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"89,661.00-"
RESO - Resources,AAF - Finance,BRR & RSG Surplus for 22-23 June 24,5,CRINV0003804,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"171,206.00-"
RESO - Resources,AAF - Finance,BRR & RSG Surplus for 23-24 June 24,6,CRINV0003804,"(DD) Department of Levelling Up, Housing & Comm...",25/07/2024,"250,820.00"
RESO - Resources,AAF - Finance,RVBC Tariff due - July 2024,1,CRINV0003805,(DD ONLY) Ribble Valley Borough Council,25/07/2024,"453,669.00"
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Bullough Park,1,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,17.20
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Lowerfold,2,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,22.26
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Willows Lane,3,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,328.46
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Acc Town Hall,4,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,585.40
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Cannon St,5,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,47.58
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Mercer Hall,6,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,"1,999.81"
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Acc Cem Office,7,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,"2,906.28"
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Acc Crem,8,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,"7,662.94"
REGN - Regeneration & Housing,FAB - Facilities,Acc Cem Mess,9,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,59.50
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Acc Market Hall,10,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,807.14
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - HAG,11,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,"1,606.38"
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Eagle St OAP,12,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,8.69
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Wilsons,13,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,282.41
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Oakhill Park,14,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,31.29
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Clayton Civic,15,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,357.73
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Willows Lane,16,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,203.94
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - CVMU,17,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,"1,712.53"
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24 - Haworth Stables,18,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,227.34
REGN - Regeneration & Housing,FAB - Facilities,Gas charges - 01.06.24 - 30.06.24,19,CRINV0003809,"SEFE Energy - 10174064 Mercer Park, CLM",25/07/2024,167.15
ENVS - Environmental Services,CAD - Town Centre & Markets,Part 1 of 2 - Hyndburn Sounds 2024,1,CRINV0003852,Accrington Community Events,25/07/2024,"2,000.00"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 02.05.24 - 31.05.24,1,CRINV0003856,EDF - 2732447855 Cannon Street Site 11,25/07/2024,"27,922.69"
RESO - Resources,AAD - ICT,"1 x Samsung A22 
1 x Samsung A14 at £140.00 + vat + delivery",1,CRPOI0003841,Cloudcoco Limited,25/07/2024,436.80
RESO - Resources,AAD - ICT,"1 x Samsung A22 at £359.00 + vat + delivery
1 x Samsung A14 ",2,CRPOI0003841,Cloudcoco Limited,25/07/2024,174.00
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 30.06.24 ,1,CRINV0003221,Vivid Resourcing,30/07/2024,665.28
ENVH - Environmental Health,BAB - Environmental Protection,Agency staff - w/e 30.06.24 ,1,CRINV0003222,Vivid Resourcing,30/07/2024,"2,220.00"
ENVH - Environmental Health,BAA - Housing Standards,Temp Staff W/C 24/06/2024,1,CRINV0003287,Oyster Partnership,30/07/2024,"1,357.20"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Knuzden Play Area,1,CRINV0003314,Groundwork Landscapes Limited,30/07/2024,"3,189.42"
ENVH - Environmental Health,BAA - Housing Standards,Agency Costs W/C 17/06/2024,1,CRINV0003330,Oyster Partnership,30/07/2024,"1,177.49"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 24.06.24,1,CRINV0003341,Proman Supply Chain Ltd,30/07/2024,"2,038.43"
ENVS - Environmental Services,CAC - Parks & Cemeteries,Agency staff - w/c 24.06.24,1,CRINV0003343,Proman Supply Chain Ltd,30/07/2024,"1,405.64"
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/e 26.5.24,1,CRINV0003347,Carrington West Limited,30/07/2024,"1,568.26"
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/e 2.6.24,1,CRINV0003348,Carrington West Limited,30/07/2024,940.95
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/e 16.6.24,1,CRINV0003349,Carrington West Limited,30/07/2024,"1,568.26"
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/e 23.6.24,1,CRINV0003350,Carrington West Limited,30/07/2024,"1,568.26"
PLAN - Planning & Transportation,EAD - Planning,Temp staff w/e 30.6.24,1,CRINV0003351,Carrington West Limited,30/07/2024,"1,568.26"
ENVS - Environmental Services,CAF - CVMU,Wheel Hub set and adjusting nut,1,CRINV0003363,Walton Summit Truck Centre Ltd,30/07/2024,629.80
ENVS - Environmental Services,CAF - CVMU,Seat Kit,1,CRINV0003366,Balmers Garden Machinery,30/07/2024,333.42
ENVS - Environmental Services,CAF - CVMU,"Button Cycle start, Finger Guard",1,CRINV0003367,Dennis Eagle Limited,30/07/2024,320.02
ENVS - Environmental Services,CAF - CVMU,Steam clean vehicle 24.6.24,1,CRINV0003370,Keep Em Clean,30/07/2024,262.50
ENVS - Environmental Services,CAF - CVMU,Steam clean vehicle 17.6.24,1,CRINV0003371,Keep Em Clean,30/07/2024,262.50
ENVS - Environmental Services,CAF - CVMU,Steam clean vehicle 10.6.24,1,CRINV0003372,Keep Em Clean,30/07/2024,262.50
ENVS - Environmental Services,CAF - CVMU,Parts,1,CRINV0003391,Dennis Eagle Limited,30/07/2024,299.59
REGN - Regeneration & Housing,FAB - Facilities,Pipework leaking in toilet,1,CRINV0003413,Lancashire Gas Services,30/07/2024,410.40
REGN - Regeneration & Housing,FAB - Facilities,Replace manhole cover - whiteash,1,CRINV0003414,Pilkington Bros (Church) Ltd,30/07/2024,357.84
REGN - Regeneration & Housing,FAB - Facilities,Advert frames to be removed,1,CRINV0003415,Pilkington Bros (Church) Ltd,30/07/2024,800.28
LEGL - Legal & Democratic,DAG - Elections,Hire of Trestle tables,1,CRINV0003683,Dale Event Hire,30/07/2024,500.00
ENVS - Environmental Services,CAF - CVMU,Shock absorber,1,CRINV0003704,Dennis Eagle Limited,30/07/2024,322.08
PLAN - Planning & Transportation,EAA - Building Control,Make safe works to property,1,CRINV0003790,Pilkington Bros (Church) Ltd,30/07/2024,"1,355.28"
PLAN - Planning & Transportation,EAD - Planning,Planning refund,1,CRINV0003806,Portal Plan Quest Ltd,30/07/2024,462.00
PLAN - Planning & Transportation,EAD - Planning,Planning refund,1,CRINV0003807,Portal Plan Quest Ltd,30/07/2024,462.00
REGN - Regeneration & Housing,FAB - Facilities,Electricity Supply Period 01/07/2024 - 17/07/2024 Civic Theatre,1,CRINV0003860,Corona Energy - 60161120 Oswaldtwistle Civic Theat,30/07/2024,621.39
ENVS - Environmental Services,CAF - CVMU,Digital management fee,1,CRINV0003865,Freight Transport Association,30/07/2024,"1,351.20"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.06.24 - 30.06.24,1,CRINV0003867,"EDF - 5719776837 - Willows Lane Depot, Corporation",30/07/2024,"2,883.64"
REGN - Regeneration & Housing,FAB - Facilities,Charges - 01.06.24 - 30.06.24,2,CRINV0003867,"EDF - 5719776837 - Willows Lane Depot, Corporation",30/07/2024,58.33
RESO - Resources,AAB - Benefits & Customer Contact,Agency staff - w/e 21.07.24,1,CRINV0003880,Eden Brown Limited,30/07/2024,"1,212.12"
RESO - Resources,AAF - Finance,Period: 26.6.24 to 25.7.24,1,CRINV0003920,Water Plus - 4081791400 Canteen Scaitcliffe House,30/07/2024,626.22
ENVS - Environmental Services,CAE - Waste Services,7 X  Bleach ,1,CRPOI0003353,Systems Hygiene Ltd,30/07/2024,22.94
ENVS - Environmental Services,CAE - Waste Services,12 X Evans Toilet Cleaner ,2,CRPOI0003353,Systems Hygiene Ltd,30/07/2024,22.89
